"","CS1","CS2","CS3","CS4","CS5","CS6","CS7","CS8","CS9","CS10","CS11","CS12","CS13","CS14","CS15","CS16","CS17","CS18","CS19","CS20","CS21","CS22","CS23","CS24","CS25","CS26","CS27","CS28","CS29","CS30"
"SRR5355935",5.03676e-06,2.48607e-06,1.82956e-06,-7.739e-06,-1.55479e-06,4.43865e-06,-7.7343e-06,-8.22274e-06,4.42989e-06,7.01514e-06,3.19389e-07,1.43464e-06,7.21422e-06,-8.17318e-07,6.51906e-06,-7.84884e-06,-1.01343e-05,3.13189e-06,-2.03889e-07,2.57809e-06,-7.83876e-06,1.24049e-05,6.30581e-06,9.50955e-06,5.88483e-06,5.24574e-06,-2.29682e-06,-6.86504e-06,-3.3731e-06,-4.51805e-06
"SRR5355138",2.5428e-07,4.31152e-08,5.30776e-07,-6.0085e-07,1.86391e-07,2.88591e-07,-9.0713e-07,-7.68019e-07,9.70136e-08,3.85736e-07,-1.5962e-07,-2.7628e-07,-8.8042e-08,-5.76613e-07,-3.78499e-07,-8.30424e-07,-1.21058e-06,5.03422e-07,1.73475e-07,5.00477e-07,-5.25989e-07,2.5143e-07,-2.44921e-07,6.13922e-07,1.6169e-07,-8.26779e-09,-2.07985e-07,-8.30933e-07,3.16756e-08,1.31238e-07
"SRR5356122",4.57283e-05,-1.44474e-05,6.33567e-05,-0.000112527,2.66346e-05,4.42354e-05,-3.71825e-05,-6.98066e-05,7.04641e-05,7.86722e-05,-3.35169e-05,2.25309e-05,1.99152e-05,7.55515e-06,-2.81311e-05,-4.0778e-05,-0.000185431,5.07521e-05,7.26529e-05,1.43815e-05,-7.07473e-05,8.3335e-05,-1.89782e-05,0.00014787,1.73063e-05,2.78314e-06,-7.64534e-06,-0.000113604,3.96731e-05,-1.35991e-05
"SRR5355616",3.65139e-08,7.12767e-09,2.44791e-08,-4.58004e-08,1.76011e-08,3.34143e-08,-3.66115e-08,-2.94092e-08,3.88239e-08,3.56475e-08,-2.85859e-08,5.30248e-08,1.56296e-08,-3.55183e-09,-1.83615e-08,-5.50722e-08,-1.24525e-07,5.65964e-08,5.85062e-08,2.29266e-08,-1.59539e-08,5.33321e-08,3.08753e-08,9.55394e-08,9.07272e-09,4.22789e-08,-2.17829e-08,-8.4084e-08,9.89811e-09,-6.47497e-10
"SRR5355086",4.1177e-07,1.5002e-07,1.52706e-07,-5.07947e-07,2.6022e-07,6.41344e-07,-2.42605e-07,-3.42071e-07,3.82675e-07,3.04941e-07,8.79797e-08,3.25172e-07,2.51254e-07,-3.20331e-07,-2.35251e-09,-7.73237e-08,-5.34329e-07,4.24001e-07,-6.65942e-08,3.39325e-07,9.35317e-08,4.39239e-07,4.74213e-07,4.58798e-07,7.87573e-08,-2.82178e-08,-8.77047e-08,-3.92797e-07,-2.80285e-08,-6.22589e-08
"SRR5356035",5.04677e-07,5.01685e-07,1.4285e-08,-1.02466e-06,7.09834e-07,1.53946e-06,-8.44086e-07,-2.895e-07,2.86195e-07,6.10177e-07,-6.35014e-07,2.4344e-07,5.29099e-07,-9.36467e-07,-1.47694e-07,-1.31837e-07,-1.08996e-06,1.24085e-06,1.20662e-07,7.66425e-07,-5.30915e-07,1.88241e-07,5.14839e-07,1.11606e-06,3.46373e-07,-1.0202e-07,5.69221e-08,-8.56484e-07,-8.862e-07,-3.16435e-07
"SRR5355212",2.88059e-06,1.52467e-06,1.33353e-06,-4.29903e-06,-1.8809e-06,3.73355e-06,-7.83125e-06,-1.71447e-06,3.8937e-06,4.99088e-06,-2.3292e-06,1.77944e-06,-1.11909e-07,-9.69347e-07,-1.49222e-06,-2.22771e-06,-8.68065e-06,2.35961e-06,-3.37373e-07,2.63437e-06,-2.95843e-06,3.11785e-06,1.50132e-06,4.41732e-06,9.4499e-07,-1.10389e-06,7.8284e-07,-1.41667e-07,-9.16417e-07,1.02804e-06
"SRR5356012",1.94831e-07,2.15056e-07,1.88479e-07,-1.99524e-07,-9.14536e-08,7.55978e-08,-1.73337e-07,-2.61337e-07,-2.30462e-08,2.98256e-07,-2.2284e-07,1.69044e-07,7.18881e-08,3.13018e-09,3.94097e-08,-6.91267e-08,-4.199e-07,3.84616e-08,-9.1555e-08,-6.53934e-08,-3.55595e-07,9.46018e-08,6.10738e-08,2.78882e-07,2.02037e-07,-1.53106e-08,1.23451e-08,-3.65514e-07,-1.14285e-07,-1.19904e-07
"SRR5355961",5.20931e-06,-9.0802e-08,-1.14875e-06,-8.14125e-06,2.57027e-06,4.60223e-06,-4.86798e-06,-3.68927e-06,5.7442e-06,3.89026e-06,2.28968e-06,1.97889e-06,4.41901e-07,-5.50542e-06,2.54583e-06,-2.18005e-06,-9.54987e-06,3.91129e-06,6.11378e-07,4.83408e-06,-3.95769e-06,2.21272e-06,1.41227e-06,6.11269e-06,5.18883e-06,1.31977e-06,-4.78119e-06,-9.08267e-06,-2.51345e-06,2.9807e-06
"SRR5354241",2.48264e-05,-7.60595e-06,6.61992e-06,-2.03127e-05,9.5082e-06,2.18837e-05,-2.24455e-05,-2.50928e-05,7.67313e-07,1.15439e-05,-6.59487e-06,6.96073e-06,-9.86908e-06,-1.6867e-05,1.87129e-06,-1.75478e-05,-5.57568e-05,3.25283e-05,-2.24583e-06,1.87929e-05,-9.47106e-06,3.63013e-05,1.35942e-05,-1.20562e-06,1.0424e-05,3.66353e-06,-8.9262e-06,-1.84103e-05,-2.40298e-06,1.46306e-05
"SRR5354696",1.19242e-07,-9.72616e-08,1.85242e-07,-5.8104e-07,1.60296e-07,4.14811e-07,-3.768e-07,-1.92932e-07,6.47902e-08,3.72216e-07,1.22448e-07,-2.30196e-08,-1.12051e-08,-2.69781e-07,-8.31269e-08,-2.58407e-07,-4.53921e-07,2.79484e-07,6.08619e-08,-4.52009e-09,-2.0134e-08,1.71981e-07,3.21348e-07,1.22365e-07,8.53597e-08,-1.48405e-07,-1.96662e-07,-4.53909e-07,5.41866e-08,1.69409e-07
"SRR5354102",2.0646e-05,3.93182e-06,1.21132e-05,-3.16548e-05,1.32018e-06,2.6482e-06,-2.48315e-05,-1.77722e-05,1.20389e-05,-5.39902e-06,-6.71509e-06,7.19765e-06,1.20688e-05,-2.27755e-05,1.78441e-06,-9.12856e-06,-3.04871e-05,2.70998e-05,-2.16396e-06,8.52204e-06,-1.45179e-05,5.92396e-06,1.05899e-05,1.85714e-05,1.56802e-05,9.25418e-06,-1.48214e-05,-2.43381e-05,-9.23055e-06,4.69978e-06
"SRR5355155",3.33463e-08,4.93323e-09,5.37163e-08,-6.082e-08,2.3269e-08,3.2801e-08,-5.08001e-08,-3.82982e-08,-2.77601e-08,1.97308e-08,2.76171e-09,2.11032e-08,-7.51908e-09,-3.58235e-08,-7.8499e-09,-5.82505e-08,-8.36795e-08,3.98388e-08,3.26837e-08,6.07821e-08,-1.91592e-08,6.95329e-08,2.87061e-08,4.72994e-08,-2.14525e-08,2.47835e-08,-1.31954e-08,-5.36104e-09,5.36199e-09,1.44125e-08
"SRR5354558",3.42104e-06,7.44811e-07,1.09691e-06,-4.01509e-06,2.2944e-07,1.79284e-06,-1.03392e-06,-2.258e-06,1.51486e-06,8.93142e-07,-4.36521e-07,1.84639e-06,2.00084e-06,-9.91235e-07,1.59891e-06,-1.03545e-06,-3.12341e-06,1.96172e-06,1.74827e-08,1.73835e-06,-1.73112e-06,2.35934e-06,2.12553e-06,1.71507e-07,7.81584e-08,1.10271e-06,2.02766e-07,-1.37222e-06,-4.06783e-07,-1.70532e-06
"SRR5354845",2.7549e-06,1.55468e-06,9.01725e-07,-4.86364e-06,2.17705e-06,1.30012e-06,-3.40499e-07,-3.84476e-06,4.22234e-07,2.32678e-06,-3.9687e-07,3.93397e-07,2.38112e-06,-2.78188e-06,-7.39007e-08,-4.56608e-06,-5.40938e-06,4.43614e-06,-1.21662e-06,3.00168e-07,-2.31753e-06,2.26809e-06,6.81966e-07,3.08322e-06,2.58341e-07,1.83007e-06,-9.4025e-07,-2.86249e-06,-1.08954e-06,-4.06652e-07
"SRR5355897",3.51327e-06,2.84774e-07,3.68733e-07,-4.23492e-06,9.32482e-07,-1.18963e-07,-4.52098e-06,8.25286e-07,1.77333e-07,-1.00679e-06,-1.39529e-06,1.42304e-06,1.25819e-06,-2.35314e-06,3.54488e-07,-1.07112e-06,-2.15647e-06,2.10299e-06,-1.82019e-06,-4.2221e-07,-1.52212e-06,3.99685e-06,1.62818e-06,6.58208e-06,1.34905e-06,3.18018e-06,-6.46235e-07,4.41195e-07,1.1963e-06,2.58539e-06
"SRR5354151",1.77841e-07,1.85154e-07,1.12725e-07,-4.75153e-07,9.2661e-09,2.55294e-07,-2.80179e-07,-3.93141e-08,2.7929e-07,2.48783e-07,1.73323e-08,1.15328e-07,1.90146e-07,1.39448e-07,-9.77269e-09,-5.47984e-07,-3.02879e-07,1.36844e-07,-2.91748e-07,2.37872e-08,-9.58188e-09,1.68765e-07,1.58269e-07,3.61915e-07,-2.07421e-08,4.31299e-08,-3.19813e-07,-2.04403e-07,1.37726e-07,-1.74624e-07
"SRR5355582",1.45122e-07,4.96714e-08,1.55652e-07,-1.61116e-07,1.63654e-07,2.03266e-08,-3.70493e-07,-1.73609e-07,1.59908e-07,1.40435e-07,-1.96395e-07,2.55418e-07,5.23981e-08,-2.5094e-07,-3.10915e-08,-3.35341e-07,-6.06127e-07,2.79055e-07,1.55213e-07,-1.24807e-08,6.0094e-08,1.40321e-07,2.169e-07,5.59375e-07,1.73726e-07,1.37082e-07,6.75094e-08,-3.65908e-07,8.37391e-08,-1.3274e-07
"SRR5356120",1.47057e-05,-8.35528e-06,-2.06348e-06,-2.8706e-05,2.33706e-05,5.02757e-05,-6.69359e-05,-1.22081e-05,4.89537e-06,3.37694e-05,-1.50979e-05,1.06181e-05,1.54969e-05,-5.84889e-06,1.14031e-05,-2.05391e-05,-8.24337e-05,6.87528e-05,8.07201e-06,1.5438e-05,-3.08491e-07,4.52226e-05,9.2362e-06,6.23689e-05,-1.16295e-06,2.75646e-05,-8.11607e-06,-5.57111e-05,2.00777e-05,-8.72865e-06
"SRR5354506",2.54459e-06,-3.78637e-07,1.26267e-06,-5.52392e-06,-1.37769e-06,3.13316e-06,-2.78004e-06,1.34339e-06,5.29707e-06,4.97464e-06,-4.77439e-06,1.02793e-06,2.61825e-06,-2.2806e-06,1.67587e-06,-2.52814e-06,-9.9416e-06,2.25225e-06,-1.16222e-06,2.14989e-06,-4.41679e-06,1.61976e-06,2.28331e-06,3.29257e-06,1.0656e-06,2.29227e-06,-1.72275e-06,-2.81708e-06,-2.2001e-06,3.20114e-06
"SRR5354376",2.50004e-06,2.24026e-06,2.1005e-07,-7.53015e-06,3.34127e-06,7.84618e-06,-9.02512e-06,-3.51306e-06,2.95293e-06,4.9796e-06,-2.26946e-06,-3.80803e-06,1.7377e-06,-4.55117e-06,2.58548e-06,-4.94936e-06,-6.98193e-06,3.29697e-06,1.3049e-06,5.06145e-06,-1.26657e-07,5.40797e-06,-1.14406e-07,4.43932e-06,1.52248e-06,-2.47664e-06,-3.20917e-06,-2.99655e-06,2.13309e-06,-4.23982e-07
"SRR5354182",1.56837e-07,9.47442e-07,2.8945e-07,-1.49712e-06,-3.20889e-07,8.47525e-07,-5.08657e-07,-7.95507e-07,7.02269e-07,6.25035e-07,-3.92117e-07,5.29956e-07,1.41344e-07,-6.22264e-07,3.91912e-07,-5.89346e-07,-1.71697e-06,3.25572e-07,-1.33021e-07,1.65329e-07,-4.5417e-07,5.03228e-07,4.09817e-07,6.66402e-07,-4.50243e-07,-2.68851e-08,-2.06102e-07,-7.43901e-07,5.26203e-08,8.90366e-08
"SRR5355187",1.27999e-07,-2.35613e-08,2.03692e-07,-1.41252e-07,4.18176e-08,6.31591e-08,-1.5367e-07,-1.79077e-07,4.12156e-08,1.47497e-07,-5.44944e-08,6.40071e-08,6.77197e-08,1.36624e-08,1.53354e-08,-1.33307e-07,-3.40463e-07,1.4441e-08,7.30121e-08,1.98071e-07,-1.25795e-07,9.5711e-08,1.64683e-07,3.32491e-08,-7.04043e-08,1.04814e-07,-3.71536e-09,-7.37209e-08,1.35954e-09,-2.37294e-08
"SRR5354501",5.8032e-09,2.8095e-08,5.59076e-09,-4.30474e-08,-1.31805e-08,2.51918e-08,-2.52808e-08,-3.11986e-08,5.03804e-09,-6.48372e-09,2.01865e-09,3.10054e-08,5.10559e-09,9.05031e-09,3.67074e-09,-1.40902e-08,-3.80581e-08,2.62682e-08,2.40019e-09,1.67843e-08,-1.53292e-08,1.32787e-08,2.07528e-08,9.43954e-09,2.53097e-08,5.66985e-09,-4.33489e-09,-7.95312e-09,-4.22325e-09,9.13788e-09
"SRR5355670",2.8397e-05,3.19231e-05,4.96246e-05,-9.78083e-05,1.97063e-05,5.15411e-05,-6.21456e-05,-0.000136879,8.28268e-05,2.6604e-05,-7.57991e-05,0.000159077,6.29475e-05,-3.88923e-05,1.91717e-05,-9.21115e-05,-0.000232509,3.95113e-05,1.27159e-05,9.38899e-05,-2.69209e-05,6.85037e-05,2.20263e-05,0.000124244,9.17318e-06,5.49501e-05,-3.29951e-05,-0.000144892,3.64737e-05,-8.07654e-05
"SRR5356123",0.00222398,0.000467608,-0.000319285,-0.00163482,0.00172033,-3.51946e-05,-0.001758,-0.000402876,-0.000334346,0.000482916,-0.00145831,0.000140638,0.00116304,-0.001199,-8.08208e-05,-0.000805258,-0.00215396,0.0019857,0.000126584,-0.000554763,-0.000790084,0.00170709,0.000778296,0.00225285,0.000217286,-0.00012845,0.000278949,-0.000392285,7.96843e-05,0.000190065
"SRR5355613",6.08947e-07,2.08343e-07,1.45818e-07,-1.10919e-06,1.16044e-06,1.10656e-06,-1.90025e-06,-5.80122e-07,8.1916e-07,7.29286e-07,-6.31759e-07,1.2285e-06,6.58179e-07,-8.84557e-08,-4.38036e-07,-1.35461e-06,-3.08105e-06,1.00837e-06,6.05498e-07,-3.6216e-07,-1.39548e-06,1.26503e-06,1.68395e-06,1.84054e-06,4.45935e-07,1.31503e-07,-5.51193e-07,-1.72274e-06,2.26039e-07,-5.4616e-07
"SRR5355901",4.09953e-06,2.67173e-07,-7.71638e-06,-2.85771e-05,6.51768e-06,6.91312e-06,-1.63671e-05,-1.45665e-06,7.51652e-06,1.14357e-05,2.81225e-06,1.18214e-05,1.61048e-05,-1.82416e-05,5.67904e-06,-1.35212e-05,-1.51617e-05,1.80604e-05,-2.07603e-06,7.13668e-06,-2.1238e-06,1.52232e-05,1.28737e-05,1.42209e-05,3.02252e-06,7.52608e-06,-5.85498e-06,-8.97633e-06,-1.05024e-05,7.81849e-07
"SRR5355203",3.34734e-07,-1.86157e-07,3.10635e-07,-6.7123e-07,-1.62911e-07,3.31971e-07,-6.97697e-07,-8.02398e-07,3.06507e-07,3.3626e-07,-3.50885e-07,3.99151e-07,1.96605e-07,-3.83058e-07,9.41526e-08,-4.76915e-07,-9.06084e-07,3.08775e-07,-1.40564e-07,4.42661e-07,-3.75818e-07,5.81159e-08,5.05224e-07,4.47393e-07,-3.21532e-08,-3.95546e-08,-4.0104e-07,-3.35925e-07,-5.78811e-08,-2.95624e-08
"SRR5356003",1.32725e-05,5.46105e-06,-7.86884e-06,-1.09868e-05,8.70573e-07,8.86169e-06,-2.1534e-05,-9.48205e-06,2.14807e-06,1.36365e-05,1.59884e-07,8.55007e-06,-6.29154e-07,-8.67348e-06,1.12466e-05,-2.09563e-05,-2.78642e-05,9.83742e-06,6.89929e-06,-3.25907e-06,-4.6209e-08,2.23879e-05,9.427e-06,1.90257e-05,1.53615e-05,4.38219e-06,-7.34101e-06,-1.70728e-05,1.24766e-06,-5.00134e-06
"SRR5354707",9.30487e-07,-3.14999e-08,1.27611e-07,-1.45743e-06,-1.02245e-07,1.13081e-06,-1.15807e-06,-1.10191e-06,8.15288e-08,1.24915e-06,5.02248e-08,4.65919e-07,3.45924e-07,-5.2808e-07,-6.13818e-07,-1.38631e-06,-2.5105e-06,9.09804e-07,2.3808e-07,1.29321e-06,-4.60646e-07,1.4602e-06,1.19881e-06,6.68003e-07,1.83567e-07,-4.38482e-07,-5.14505e-07,-1.25155e-06,-1.96877e-09,7.42206e-08
"SRR5354356",7.13487e-07,-2.50933e-07,2.37031e-07,-1.2713e-06,7.01119e-07,2.5704e-07,-8.32846e-07,-1.00451e-06,3.13204e-07,4.52152e-07,-4.22189e-07,-4.92559e-08,7.6566e-07,-8.11227e-07,-9.57869e-08,-3.10377e-07,-1.71397e-06,4.43621e-07,3.03132e-07,1.04854e-06,-8.29801e-07,9.86828e-07,7.91305e-07,4.26463e-07,4.46598e-07,1.11044e-08,-4.74822e-07,-7.64658e-07,9.1344e-07,1.10269e-07
"SRR5354840",4.01362e-06,4.07328e-06,3.54236e-06,-1.26295e-05,2.93697e-06,9.60545e-06,-1.03326e-05,-1.60925e-05,9.55323e-06,4.50719e-06,-9.79087e-06,3.59613e-06,3.60015e-06,-9.86801e-06,4.11459e-06,-1.09105e-05,-1.20243e-05,8.87358e-06,-3.33438e-07,3.01627e-07,-2.8912e-06,5.24154e-06,2.60715e-06,4.46478e-06,1.51843e-06,4.65326e-06,-2.00559e-06,-1.18319e-05,-3.28267e-06,2.9072e-06
"SRR5355652",3.88357e-08,-5.03478e-08,1.94048e-08,-1.84644e-08,6.43836e-08,5.06506e-08,-4.55581e-08,-3.1602e-08,3.3557e-08,5.54941e-08,-3.02644e-08,6.32972e-08,-2.34389e-08,-7.70568e-09,1.60053e-08,-5.77873e-08,-1.63091e-07,9.19248e-08,5.24378e-08,4.0067e-08,1.73679e-08,2.31067e-08,8.00061e-08,9.80489e-08,7.47962e-09,6.55796e-08,-5.11102e-08,-9.04473e-08,5.21724e-08,1.29935e-08
"SRR5356111",2.06761e-05,9.5314e-06,1.65155e-05,-5.07243e-05,2.44196e-05,5.22734e-05,-1.99656e-05,-2.0369e-05,1.43278e-05,3.69757e-05,-1.3601e-05,5.08217e-06,1.43866e-05,-1.65166e-05,6.81713e-06,-4.6698e-05,-0.000114753,2.85474e-05,1.89326e-05,3.7805e-05,-4.99067e-06,4.8553e-05,3.05811e-05,5.80072e-05,3.72145e-05,7.16622e-05,-1.28539e-05,-5.6466e-05,5.22053e-06,-1.78457e-05
"SRR5356137",8.74668e-06,-2.4993e-06,2.17601e-05,-3.42257e-05,1.41793e-05,1.81022e-05,-2.29001e-05,-2.84255e-05,-5.14717e-07,1.42154e-05,6.54065e-06,2.64322e-05,2.18227e-05,-7.22503e-06,1.20724e-05,-5.02672e-06,-5.23767e-05,3.16848e-05,1.74023e-05,1.34875e-05,-7.35326e-06,1.54207e-05,2.12319e-05,2.58945e-05,2.7021e-05,1.35468e-05,-1.72624e-05,-3.27913e-05,6.45604e-06,1.98152e-05
"SRR5355364",2.0398e-07,8.33855e-07,9.7456e-07,-1.13285e-06,4.46985e-07,1.50066e-06,-1.79917e-06,-1.15131e-06,4.92832e-07,4.88477e-08,-2.94546e-07,2.93897e-07,-2.23066e-07,-7.05888e-07,5.57733e-08,-1.27091e-06,-1.77962e-06,-4.39572e-07,4.05789e-07,1.40198e-06,-1.23599e-06,9.89115e-07,1.31439e-06,1.23873e-06,2.14719e-07,1.60903e-07,-3.30005e-07,-3.27165e-07,-3.3963e-07,-7.08847e-07
"SRR5353503",3.8401e-08,-1.00544e-06,8.8576e-07,-3.44066e-06,-7.24597e-07,1.45262e-06,-1.3034e-06,-1.69953e-06,5.80695e-07,3.33122e-07,-1.0158e-06,2.25352e-07,2.69601e-06,-8.8469e-07,2.42058e-08,-2.30705e-06,-3.76536e-06,2.96878e-06,9.88346e-07,1.8556e-06,-1.94056e-06,1.90062e-06,1.79353e-07,1.41484e-06,2.70379e-07,1.31823e-06,-5.73033e-07,-1.19429e-06,3.78543e-07,-1.43506e-06
"SRR5356089",1.95071e-07,-8.76915e-07,2.83525e-07,-3.07114e-06,2.37586e-06,2.45412e-06,-1.61966e-06,-1.28983e-06,-8.55135e-07,3.45821e-06,-1.14303e-06,9.59073e-07,1.52909e-06,-2.97735e-06,1.38344e-07,-8.32174e-07,-4.11075e-06,2.48929e-06,-1.67573e-07,-5.23456e-07,-1.84962e-07,6.54454e-07,2.93288e-06,3.4519e-06,7.32992e-07,2.29691e-06,-2.89863e-07,-1.95482e-06,4.13622e-07,-4.29087e-07
"SRR5354259",1.12102e-06,1.66933e-06,2.89018e-06,-5.98732e-06,2.35576e-06,5.22258e-06,-3.76003e-06,-5.82396e-06,4.65615e-06,6.12567e-06,8.46421e-08,5.10208e-06,1.59363e-06,-5.66174e-06,1.90291e-07,-6.194e-06,-9.99481e-06,5.79493e-06,1.19582e-06,4.20788e-06,-1.94066e-06,5.74183e-06,-1.44219e-06,5.07681e-06,-4.26661e-06,-4.94569e-06,-1.71933e-06,-5.21987e-06,-3.97434e-08,4.71367e-06
"SRR5355599",1.25164e-07,3.37925e-08,1.01138e-08,-1.44645e-07,1.08698e-07,1.62265e-07,-2.03241e-07,-1.23616e-07,9.66276e-08,1.39796e-08,-1.04252e-07,2.04365e-07,2.31701e-08,-1.09343e-07,1.95325e-08,-2.02598e-07,-4.66887e-07,2.20104e-07,2.21038e-07,1.29738e-07,-8.35846e-08,1.43728e-07,9.9232e-08,2.66364e-07,1.24782e-07,1.71215e-07,-5.4739e-08,-2.75745e-07,-7.35835e-09,-6.83665e-09
"SRR5355247",-2.09085e-07,-9.3514e-07,1.60293e-06,-6.08947e-06,9.27243e-07,3.87277e-06,-4.38328e-06,-7.13508e-07,1.03664e-06,1.32075e-06,-1.84165e-06,4.70378e-07,-1.56618e-07,-8.81501e-07,-1.68199e-06,-4.03887e-06,-8.11012e-06,5.90306e-07,1.91643e-06,4.02823e-06,-3.76264e-06,2.84925e-06,8.6787e-07,2.53196e-06,3.73479e-07,2.55773e-06,-1.36175e-06,-2.16741e-06,-1.34067e-06,1.42984e-06
"SRR5353758",2.33949e-06,-5.15364e-08,9.77884e-07,-3.49674e-06,-5.42422e-07,1.81169e-06,-1.20886e-06,-2.26448e-06,4.59266e-06,1.99494e-06,-9.78876e-07,3.26478e-06,3.96947e-06,-1.96578e-06,-6.6857e-07,-4.79096e-06,-5.52088e-06,2.70226e-06,8.32252e-07,1.05203e-06,-3.54755e-06,6.87745e-06,8.01192e-07,2.81141e-06,-6.51533e-08,-6.61891e-07,-1.26898e-06,-2.11084e-06,-4.98825e-07,1.56641e-06
