Run,0,1,2,3,4,5,6,7,8,9,10,11
SRR3986062,2.198679,1.6009442,1.6987152,1.7404283,-1.5422297,2.1797273,-1.4090502,1.0768065,0.77733386,-1.6115673,0.79181933,1.5851125
SRR3986063,1.595864,1.4804173,1.6947391,1.54241,-1.8855379,2.134109,-1.652603,0.57366127,1.298149,-1.1722143,0.00675324,2.0937
SRR3986064,2.0073152,0.3040525,0.10554229,0.95265406,-0.25123048,3.3513086,-0.55290765,0.39575472,2.687903,-1.5735376,-0.3923812,-0.155281
SRR3986065,2.282745,-0.2985855,-0.628138,0.57706314,0.3604859,3.5387478,-0.5976737,-0.17710544,1.4467475,-1.1009413,-0.26396132,-0.648165
SRR3986066,2.9577014,1.4312243,0.8874093,2.2153301,-1.0462754,0.9324158,-0.7930765,0.35388216,0.1644404,-2.0180674,-1.1712185,0.15170413
SRR3986067,0.3093148,0.327943,-0.21494739,0.8749295,0.6785548,3.3886788,-1.549815,0.96633977,2.3233206,-0.28558478,-0.16761072,-0.42463842
SRR3986068,2.1195147,0.43564838,1.3828832,0.94330597,-0.371269,2.9680736,-0.23371553,0.6957029,1.4091799,-2.7030234,-1.366383,0.12177073
SRR3986069,2.2709894,1.1671058,0.6127112,1.3433632,-1.0159798,2.586158,-1.3259063,-0.087609544,1.9298387,-1.9897661,-0.66021585,-1.665988
SRR3986070,2.3258672,0.85097784,-0.78277224,1.8351573,-0.53325963,3.0200555,-0.7291168,-1.2227018,0.73879796,-0.5654251,-0.11833553,-0.6107227
SRR3986071,2.308744,0.19826773,1.3885641,1.3676051,0.4275054,2.504026,-0.8524886,1.5264634,1.7031454,-2.038416,-0.7898953,0.5412506
SRR3986072,1.4972851,0.45910323,1.4964434,1.5999683,-1.3202862,2.3514605,-1.783367,1.2436287,1.6819198,-1.4225104,-1.5220599,0.12365954
SRR3986073,1.5830972,0.9899854,0.35590184,0.85285467,-0.8945624,4.413617,-0.97844785,-0.12057035,0.9538754,-1.7249632,0.45713586,-0.14766657
SRR3986074,2.1873474,0.9375399,0.4267469,1.9271902,-0.1018154,2.369489,-1.1480093,-0.70700705,1.9699218,-0.8134326,-1.0727339,-1.3573793
SRR3986075,2.1015215,0.817095,1.1225042,1.9498266,-0.48903826,3.1444142,-0.47474092,-0.52759695,0.37474293,-0.87951946,-1.3645673,0.39111507
SRR3986077,2.3127966,-0.3104522,1.3273877,0.5146109,-0.32286108,2.7471793,-1.8946291,1.2155839,1.7578678,-1.4101193,-0.30959383,-0.18515612
SRR3986078,2.1864445,0.13326487,0.94810385,1.8919468,-0.7333217,3.6998332,-1.7249321,-0.15474145,1.2833266,-0.8934118,-0.2221817,-0.16356918
SRR3986079,1.6257042,-0.86971515,0.19987541,-0.03683441,0.7427233,3.4789975,-1.1981369,0.88256484,1.2671478,-1.6780084,-0.37227905,-0.7671039
SRR3986080,1.2149407,1.1804248,1.0858632,2.0757952,-1.1559366,0.10793808,-1.4757172,-0.90766007,-1.0500684,-1.1419241,-1.1666194,-0.97833455
SRR3986081,3.2180932,1.1155374,0.7468001,1.7216736,-1.1653732,1.8919498,-1.2208145,0.33155838,1.5951816,-0.60353845,-0.94463235,-0.77480453
SRR3986082,2.0941195,0.22348431,0.8117349,1.8268169,0.21312103,3.7750618,-1.0942115,0.20240273,1.1377738,-0.5242096,0.1680221,0.22669008
SRR3986083,2.682143,-0.21332094,0.07731198,1.4790517,-0.5320696,2.8995779,-1.8055688,1.4956336,1.2912492,-0.8489906,-0.43196857,-0.15529978
SRR3986084,2.6342397,1.2779257,1.2592909,1.5901581,-0.9343807,2.6744323,-0.94058686,1.124499,1.7907789,-1.7173305,-0.10349195,0.8278772
SRR3986085,1.8910364,-0.5650989,-0.4830377,0.032575767,0.7411303,3.301594,-0.911209,0.59884,1.3296539,-1.0887892,0.12549864,-0.4766214
SRR3986086,2.5062711,0.28089124,0.6670666,0.21670605,0.051194616,3.060135,-0.43433616,-0.3882128,1.402174,-1.9846201,-0.18105568,-0.43774912
SRR3986087,2.2197993,0.20656732,1.2753547,1.4962819,-0.036863044,3.2587702,-1.2640481,0.22005825,0.86055696,-1.7490709,-1.2960198,-0.1482389
SRR3986088,2.5675569,0.044010546,0.2670555,1.4654976,0.16767031,2.0340135,-1.0903298,2.017248,2.0053978,-0.9370038,-0.9595985,0.69911003
SRR3986089,1.1242231,0.9148487,1.5567614,0.58378905,-1.8625178,-0.24010693,-1.7142122,1.522291,1.1654166,-0.8258745,0.8927303,2.7013085
SRR3986090,1.3871233,0.44258913,0.4615072,0.54401076,0.10119062,3.9903562,-1.1092693,-0.24014238,1.5361438,-1.6315863,-0.048659276,0.07784974
SRR3986091,2.1673207,0.7343377,1.4753509,0.9426915,-0.71655166,3.324893,-0.37979275,0.4813824,0.22384834,-1.2900553,-1.030232,0.6822952
SRR3986092,1.8080982,-0.0017403401,-0.05856566,0.007828467,-0.2629071,3.9730227,-0.75770587,-0.32968274,0.8180015,-1.9572265,0.20730235,-0.22767481
SRR3986093,1.8140938,0.67966884,1.9786586,0.983553,-0.65130204,2.5156877,-0.50461704,1.4841238,0.8739077,-2.0743306,-1.8501203,-0.19762498
SRR3986094,1.5654652,-0.09195432,1.7939306,0.9306368,-1.8478143,1.8561465,-1.9382408,0.2682132,2.3528757,-1.0701596,-0.6057732,0.7164673
SRR3986095,1.4076185,-0.5418821,-0.080467604,0.7446333,0.6665711,3.705667,-1.3203437,0.31323484,1.7210677,-0.843602,0.40613893,-1.0206739
SRR3986096,2.2524729,-0.12445049,0.012327239,1.5047153,-0.08676884,2.5892832,-0.37816042,0.9416347,1.0290266,-1.5926996,-0.8354075,1.5664581
SRR3986097,0.97683126,2.1405842,1.4651139,1.269995,-1.6531308,2.1218498,-0.7625135,0.8090891,0.9157963,-0.8357648,-1.0866151,1.7711856
SRR3986098,1.5450666,0.6597782,0.9352722,1.2274088,-1.1257961,2.5332453,-0.8591515,1.5242853,2.4514897,-2.1496332,0.00089733675,1.0546902
SRR3986099,2.4450045,-0.022930745,0.29241878,0.4118212,0.06770424,3.6339993,-1.1423175,0.87887245,1.7102535,-0.85124296,-0.09690592,-0.17623958
SRR3986100,1.894663,1.5211091,0.27745056,2.009121,-0.583873,1.8706561,0.33288902,1.128317,1.6806813,-2.2942877,-0.8659139,0.6819891
SRR3986101,1.7800311,0.19854999,2.0900226,1.4731829,-0.5270687,2.7852232,-1.7499535,1.194811,1.2019612,-1.4375618,0.1649353,1.1291814
SRR3986102,3.2250817,1.3974631,0.6015217,0.54357964,-0.9870754,1.141289,-0.6527249,1.9851549,1.3269114,-2.0498018,0.28183746,0.9186207
SRR3986103,2.8882196,0.9132989,1.1178385,1.0758767,-0.29294875,2.8811505,-0.8514353,1.3634608,1.136236,-0.8801074,0.69861263,0.77837783
SRR3986105,0.79258645,0.09088443,-0.25953138,0.6005339,-0.6638604,3.7606156,-1.6339561,0.39434248,2.7655957,-1.5295786,-0.17771919,-0.3691473
SRR3986106,2.1571522,1.1553953,0.40585864,1.0346355,-0.5590399,2.6373746,-1.7629821,0.6435279,2.5374734,-1.1916053,0.75910693,0.705696
SRR3986107,1.8738382,1.431642,2.3761854,1.1947113,-1.640032,1.0499988,-1.2884486,1.1517615,1.786082,-2.3954148,-0.98011976,1.2774285
SRR3986108,1.8442167,1.0491923,-0.015200485,0.7721556,0.88435376,2.9820566,-0.0940879,0.7494962,1.2934632,-0.98752266,0.69781685,-1.9021975
SRR3986109,1.8103042,-0.09901704,-0.36599898,0.66058105,0.4107868,3.84471,-0.87476903,-0.27891177,1.3605685,-1.15207,-0.40371066,-0.61626935
SRR3986110,1.3668202,0.5747963,2.2606306,1.8580054,-0.33557066,2.815427,-1.3081392,0.56807965,0.4579444,-2.4644518,-0.8702261,0.48012573
SRR3986111,1.3857349,-0.14673525,-0.6976067,0.22637959,0.3349548,3.7516,-0.53406906,-0.81462026,1.2631387,-1.4145412,0.4810204,-1.140949
SRR3986114,1.5672572,1.268894,1.9740356,1.9328374,-1.3543249,1.2334315,-0.3677305,1.4601876,1.8255591,-1.8900807,-1.5735017,0.35844675
SRR3986115,2.227719,0.6031191,0.7245413,1.4053211,-0.30564728,0.29022533,-0.9382114,2.7186427,1.6219044,-1.9936054,-0.027085971,0.3612975
SRR3986120,2.237794,-0.058630798,1.6641778,2.0447044,-0.053884827,2.2276218,-2.345772,0.7614515,1.5122102,-0.95480156,-0.024259593,-0.2593359
SRR3986122,3.0708094,2.3228552,0.018244982,-0.1235504,-2.4675624,-1.9538583,0.31699938,0.45516732,1.3989136,-0.7039347,-0.0125468485,-0.47723246
SRR3986123,2.1657934,2.4187512,0.25433636,-0.32311448,-2.9442031,-2.086443,0.052630637,1.4166718,1.2341895,-1.108245,0.4234984,0.34389865
SRR3986125,3.1193662,2.4242895,0.36555922,-0.8461514,-2.5763955,-1.276083,0.33696726,1.5250802,1.1128983,-1.1013033,0.32580817,0.51793104
SRR3986126,3.4337497,1.9120743,0.5408144,-0.9704831,-1.7966251,-1.0659057,0.6916985,0.97188574,1.4627045,-0.681228,0.24750467,0.84304106
SRR3986128,3.4224815,1.9591058,-0.28942013,-1.0468668,-2.2854362,-1.3538036,0.23497167,0.8877756,1.4957879,-0.8427387,0.9615255,0.21556547
SRR3986130,3.2707968,2.0751133,-0.14302993,-0.31292814,-2.5987527,-0.6012376,0.24525416,1.3932564,0.8988406,-0.5070068,0.50253844,-0.109616585
SRR3986131,3.5524635,1.5441892,-0.2696913,-1.1096144,-1.7404928,-1.3377994,0.4536643,1.0925963,0.9956262,-0.7764207,0.36380213,-0.5054789
SRR3986132,3.1873293,1.9697773,-0.04724471,-1.0689535,-2.4247794,-1.6696169,0.44079196,0.9685871,1.2179651,-0.7760386,0.64999723,-0.22264996
SRR3986133,3.4499664,1.8800715,-0.23805812,-0.8471307,-2.135071,-1.5235234,0.6206408,1.2418585,1.2723465,-0.86253166,0.6032874,0.020022267
SRR3986134,3.6181898,2.1324117,-0.31369698,-0.75387245,-2.0993538,-1.3036696,0.5050764,1.1347488,1.603822,-0.90012085,0.6824955,0.11650305
SRR3986135,3.2508636,2.1081998,-0.3340258,-0.89272577,-2.4650252,-1.5363098,0.4600833,0.9825204,1.6266639,-1.1397042,0.5218239,0.063309826
SRR3986137,3.2215931,1.9964927,-0.45640522,-1.2862527,-2.268978,-1.2748561,0.7107586,0.6300778,1.0995852,-0.9814063,0.61726713,0.2967105
SRR3986138,3.6040483,1.8488884,-0.4797966,-0.60890096,-2.0592728,-1.3820097,0.29539263,0.94210666,1.7734282,-0.976487,0.9035563,0.19475225
SRR3986139,3.1768477,1.4278529,-0.44472116,-1.2701458,-1.5788184,-0.7993525,0.45047814,1.6833806,1.9357836,-0.89407337,0.36688295,0.51254654
SRR3986140,3.1985264,2.3314764,-0.11101688,-0.690447,-2.346754,-1.628364,0.529033,1.0340433,1.3782103,-0.9718366,0.57776004,0.26356956
SRR3986141,3.27909,1.945571,-0.31656355,-0.99116546,-2.3266437,-1.324179,0.3840344,0.99586564,1.6300852,-0.5334371,0.311352,0.38056332
SRR3986142,3.5948284,2.300372,-0.30455905,-0.6103354,-2.0058756,-1.0058608,0.33597985,1.1378092,1.7152333,-0.9146643,0.8677005,0.6131108
SRR3986143,3.1798377,2.1706572,-0.27104923,-0.9460582,-2.413015,-1.295703,0.53904885,1.1638029,1.6959698,-1.2223778,0.63911194,0.31163085
SRR3986144,3.3693972,1.9147786,-0.39549983,-1.2707232,-1.7721283,-0.8058048,0.6485231,1.4418488,1.6394101,-0.77728254,0.8661693,0.43238986
SRR3986145,3.3330703,2.1184542,-0.27481568,-1.0299351,-2.4794044,-1.3590568,0.459549,1.0930631,1.414063,-1.0076916,0.46956506,0.3575884
SRR3986148,3.243228,1.9976258,-0.29417807,-0.78028566,-2.4812677,-1.5477291,0.7342725,0.96783644,1.4437304,-1.2523173,0.36846828,0.059950497
SRR3986149,3.565095,1.8496404,-0.7320348,-0.94190913,-1.8123057,-1.1688362,0.6374343,1.1727479,1.7009649,-1.0029324,0.6290998,-0.08738188
SRR3986150,3.372972,1.6561971,-0.6094602,-0.6279106,-2.0222058,-1.3132718,0.4349319,0.61925435,1.9944718,-0.8293614,0.56557894,0.13324471
SRR3986152,3.4264379,2.0574677,-0.48406637,-1.1601757,-2.306128,-1.2168024,0.6029561,0.8377016,1.3359405,-0.916417,0.44882837,-0.0045709363
SRR3986156,2.8918335,2.2486556,-0.15731844,-0.8864789,-2.3593237,-1.9131914,0.36728507,0.9560749,1.4994158,-0.67510873,0.25466597,-0.15820876
SRR3986157,3.378226,1.9976984,-0.20794852,-0.91106874,-2.3094764,-1.5890979,0.49384677,1.2931023,1.3264333,-0.87520176,0.526388,-0.016920244
SRR3986158,2.831767,1.0840982,-1.2266983,-1.4174446,-1.714563,-1.4236108,0.40248153,0.37822583,1.2396084,-0.5617751,0.97223353,-0.17365512
SRR3986159,2.697232,2.3744152,0.4529938,-0.5613311,-2.4069114,-2.0099208,0.33859855,1.1161422,1.0927057,-0.8087462,0.36849746,0.3566209
SRR3986161,3.5240157,1.9308634,-0.02993013,-0.8376788,-2.2757325,-1.126984,0.38065204,1.0289017,1.1886636,-0.43987104,0.29892942,0.42903963
SRR3986163,3.5420654,2.1340454,-0.2804643,-0.94022244,-2.227151,-1.1631365,0.5241005,1.1014359,1.5916462,-0.9394086,0.72229826,-0.15438011
SRR3986164,3.2640328,2.3324869,-0.11530981,-0.7250167,-2.4782352,-1.5124943,0.5185768,1.1741838,1.2342453,-1.2328441,0.36677688,0.21753034
SRR3986165,3.362594,1.7569426,-0.6102559,-1.2042006,-2.222405,-1.3261501,0.3226719,0.6742138,1.6582355,-0.83012164,0.8718296,-0.26283908
SRR3986166,3.1820908,2.2501605,-0.23776115,-0.6768647,-2.662088,-1.5931833,0.39708558,0.8687611,1.4826422,-1.1408707,0.6216851,0.12881488
SRR3986167,3.694058,1.9522998,-0.46919644,-0.8380265,-1.8744333,-0.9120143,0.5408529,1.3676411,1.6600022,-0.89221734,0.8108014,0.35007143
SRR3986168,3.5156293,2.0674663,-0.13647927,-1.057001,-2.1622846,-1.2673382,0.39885408,0.8876788,1.3557568,-0.87188554,0.9181601,0.25115913
SRR3986169,3.0613885,2.5822117,0.07349425,-0.50439155,-2.3513718,-1.538641,0.31813994,1.355871,1.3101788,-1.0228827,0.4782521,0.6574566
SRR3986170,3.0911114,2.0608137,-0.025142081,-0.85631555,-2.393546,-1.7492709,0.63872916,1.2755232,1.5664322,-0.93095934,0.3922516,-0.21908873
SRR3986171,3.1071415,2.243962,0.25418133,-0.5898852,-2.3855782,-1.9046283,0.67186236,1.258781,1.22352,-0.96069586,0.3427578,0.19753462
SRR3986172,3.3866816,2.276654,-0.15761244,-0.6495804,-2.3226871,-1.515041,0.5576604,1.2311441,1.5580678,-0.921181,0.2840542,0.08525678
SRR3986173,3.4260569,2.0035672,-0.6412433,-0.93905044,-2.1376183,-1.0336471,0.5207317,1.2866356,1.8497015,-1.0490849,0.550159,0.2312713
SRR3986174,3.4652057,2.0801308,-0.22940971,-1.0962456,-2.2986312,-1.2702432,0.32897043,1.0044091,1.4795167,-0.9294763,0.6512283,0.092445426
SRR3986175,2.697134,2.2887154,0.03375733,-0.5216777,-2.5369816,-2.0505855,0.34969202,1.2373242,1.4162562,-0.8186529,0.44662136,0.28961733
SRR3986176,3.3716984,1.9444782,-0.4555679,-1.1687706,-2.042117,-1.2056133,0.5857279,1.0716202,1.7695503,-0.80227405,0.5553252,-0.13129625
SRR3986177,3.6184583,2.2830133,-0.270545,-0.71857274,-2.2437003,-0.98658806,0.6489615,0.99199015,1.640646,-1.1024357,0.94368905,0.3967332
SRR3986178,3.6624713,2.0056953,0.2669155,-0.8963855,-2.2328115,-1.15029,0.6562894,1.1960112,1.0262163,-0.806737,0.3276565,0.20635146
SRR3986179,3.3651786,1.889359,-0.10995246,-0.98743683,-2.173067,-1.5655211,-0.11025539,0.8682992,1.6886325,-0.7795233,0.9263818,0.10683768
SRR3986180,3.557615,1.5460702,0.39137274,-0.9678156,-1.5184072,-1.266174,0.9393884,0.54340976,1.2877941,-0.8933225,0.45541677,0.046635535
SRR3986181,3.3776042,2.253153,-0.057018295,-0.7892799,-2.368146,-1.5842122,0.4132623,1.0077792,1.3797927,-0.8536684,0.49005958,0.36898875
SRR3986182,3.750326,2.107335,-0.34109473,-0.47700116,-2.1318016,-1.1382849,0.72660595,1.3329065,1.2690295,-0.8151812,0.10351835,0.0029706606
SRR3986183,3.4879332,2.0023034,-0.11144222,-0.94440633,-2.264451,-1.5291989,0.25807846,1.0599523,1.0886962,-0.8082481,0.4831798,0.14650148
SRR3986184,3.330892,1.6905653,0.3769619,-1.0595297,-2.1948953,-1.5189258,0.22640315,0.9606649,1.4070491,-0.9841706,0.435553,0.22752544
SRR3986186,3.5699794,2.0371923,-0.40347373,-0.8696066,-2.2009802,-1.3673553,0.5152123,1.0581037,1.3430233,-0.9126324,0.65314364,-0.028867489
SRR3986188,3.4496055,2.4125032,-0.70415974,-0.63501024,-2.3800182,-0.57814515,0.44540918,0.8866477,1.8536463,-0.9629614,0.8910568,0.4456982
SRR3986189,3.4573169,1.6425155,-0.7673931,-1.0598837,-1.7250644,-1.0611715,0.6474151,1.01791,1.3388903,-0.89058805,0.9788097,-0.25734633
SRR3986190,3.456852,2.397857,-0.47023892,-0.7599526,-2.438189,-1.0224088,0.401409,0.86542434,1.7517452,-1.0788031,0.5747257,0.12836286
SRR3986192,3.467299,2.1431675,-0.24326892,-0.9435849,-1.9700016,-0.8039267,0.47822535,1.1579735,1.7844243,-1.0363574,0.9662358,0.29655546
SRR3986193,2.9492416,2.2533543,0.13868974,-0.80505127,-2.359249,-1.8676187,0.19570515,1.2686173,1.3825768,-0.8288156,0.46113396,0.3251011
SRR3986194,3.586073,2.1888685,-0.18630427,-0.8264226,-2.1320252,-1.3466343,0.46913248,1.0064212,1.3660816,-0.8967655,0.5417113,0.21799079
SRR3986195,3.4368877,2.356641,-0.03585832,-0.27580827,-2.612782,-1.4853536,0.61625654,0.34481502,1.3673316,-0.7343157,0.14907394,-0.055867765
SRR3986196,3.5967379,1.9462359,-0.1554621,-1.0418255,-2.144157,-1.3618138,0.35287774,0.77794224,1.2137158,-0.6739315,0.7298747,-0.04831693
SRR3986198,3.4512374,1.9975202,-0.43085074,-0.89570737,-2.3534718,-1.2365055,0.5288204,1.2335167,1.571115,-0.7752951,0.7825261,0.16969797
SRR3986199,3.6731067,1.935546,-0.26770282,-1.070725,-1.966997,-1.1315544,0.7819305,1.2272582,1.3985388,-0.7945586,0.4214736,0.000784541
SRR3986201,3.4753878,2.171461,-0.26616374,-0.94147056,-2.270108,-1.2787274,0.5280418,0.9638973,1.584732,-1.0005245,0.6060346,0.19204119
SRR3986202,3.41233,1.9834784,-0.38445222,-0.91496235,-2.1785777,-1.4075035,0.19252491,1.0184045,1.5337858,-0.91476554,0.92808396,0.2604215
SRR3986203,3.6157238,1.8723985,-0.685083,-0.62064904,-1.738317,-1.1895949,0.8345164,1.2009219,1.4803023,-0.8671873,0.4314078,-0.16969585
SRR3986204,3.2782178,2.399062,-0.35048097,-0.39872164,-2.4314322,-1.358963,0.8092156,0.98901385,1.4513899,-1.074722,0.39579412,0.5522812
SRR3986205,3.417914,2.2730405,-0.3429824,-0.7842633,-2.4553704,-1.2887789,0.25720957,1.0581634,1.5070784,-1.0013413,0.8795043,0.09492066
SRR3986206,3.0867038,1.0580285,-0.9477557,-1.1815857,-1.7736127,-1.4863138,0.51894504,0.42962006,1.2858576,-0.44794104,1.0216078,-0.5148021
SRR3986207,3.3993423,1.9932027,-0.3422389,-1.0334935,-2.2348318,-1.5155902,0.5230117,0.9805185,1.4892404,-0.76421833,0.46303743,-0.030507898
SRR3986208,3.2704034,1.9543977,-0.21379164,-1.0433139,-2.0995257,-1.4720215,0.55300957,1.2630169,1.6587672,-0.6819927,0.59885126,0.34354824
SRR3986209,3.3234344,1.96197,-0.9163175,-1.1874117,-1.8728082,-0.65559334,0.7024514,0.930085,1.7404481,-0.5696396,0.59680647,0.55292326
SRR3986210,3.354556,1.978195,-0.11982783,-1.1829863,-2.0453792,-1.3466572,0.47678602,1.2199465,1.6512742,-0.7174924,0.6432027,0.035527524
SRR3986211,3.4847984,2.1188037,-0.21607544,-0.9627606,-2.2010016,-1.3571016,0.48889217,1.066531,1.4191005,-0.7720303,0.610905,0.313122
SRR3986212,2.215045,3.23782,0.9254868,0.48049647,-2.1804664,-1.0981324,0.14362738,1.1382616,1.2029608,-1.1021141,-0.5778753,-0.3152892
SRR3986215,3.0419,1.8778305,-0.5564227,-0.8486747,-2.2806778,-1.5085396,0.2057262,1.2957258,1.0635514,-1.2669623,1.1891077,-0.07368655
SRR3986216,3.4558125,2.1551697,-0.34353065,-0.52298284,-2.2764604,-1.4459968,0.18371859,1.1095293,1.5025285,-0.9858201,1.0224707,0.37703913
SRR5353377,1.1326494,-1.6323286,-0.03042601,-0.36731133,2.044608,2.193227,-0.36336458,0.3952673,0.9060919,-2.2029169,-0.8315451,-1.8657777
SRR5353378,-0.5316737,-1.7514625,1.052214,-0.1496999,2.6908233,0.9005525,-0.10921827,0.7342643,1.2514825,-1.4935726,-3.2178032,-1.4201336
SRR5353379,0.57051164,-0.9644626,0.60911006,-0.29906106,1.9239237,2.5557582,-0.16880482,1.0214584,1.2553718,-2.4917772,-1.500587,-0.13222793
SRR5353380,-1.4749541,-1.5199233,0.5135551,-0.85211706,2.8233614,0.54169977,-0.7622442,0.11137672,1.042523,-1.7844877,-2.7325938,-1.4237525
SRR5353381,-0.017911032,-1.663099,0.53838724,-1.1442689,2.0074177,2.5240433,-0.853508,1.3317633,1.4165996,-1.7193214,-0.9178622,-0.5266688
SRR5353382,0.1942144,-1.5659764,1.3836719,0.41205215,2.1939087,1.9878228,-1.1303129,1.3199124,1.1773397,-2.2017722,-2.3467696,-0.81292707
SRR5353383,-0.2696889,-1.6591225,0.43438667,-0.7515804,2.3733344,1.9966012,-1.0290371,0.49551633,1.2654643,-2.083744,-1.6100705,-2.0771613
SRR5353384,-0.21909447,-2.366719,-0.81189287,-0.8548917,1.9206362,0.44876897,-1.7907869,0.3156986,-0.210706,-1.0386207,-0.51778966,-1.1080437
SRR5353385,-0.047141448,-1.614641,0.21762694,-1.3323127,2.2600317,1.7523884,-0.51456386,0.80744123,1.0396018,-2.5024242,-1.803293,-1.8120401
SRR5353386,-0.47111285,-1.460232,0.32422125,-0.912282,2.8340616,1.5259814,-0.09729874,1.1261387,0.5868534,-1.8836536,-2.1389563,-1.5946634
