"","LSI1","LSI2","LSI3","LSI4","LSI5","LSI6","LSI7","LSI8","LSI9","LSI10","LSI11","LSI12","LSI13","LSI14","LSI15","LSI16","LSI17","LSI18","LSI19","LSI20","LSI21","LSI22","LSI23","LSI24","LSI25","LSI26","LSI27","LSI28","LSI29","LSI30"
"SRR5355935",-4.90090745785504,0.87784983251551,0.145598769964342,0.715685394556584,0.448717129734687,0.234129571428787,0.0761559731101744,0.842650251368017,-0.104308535025955,0.0952558912256187,0.212167030501486,-0.835912077054358,-0.589723953421589,0.304101481085981,1.00956051684572,0.206652156589184,-0.152760004225795,0.260483433493212,0.178577174824235,0.0114553371958222,0.237439804237901,0.147545968627974,-0.0746590505123949,-0.213158256760866,0.137221571307,0.267228233628482,-0.0119041814856244,0.0392859492298625,0.220737600711221,0.214834444159816
"SRR5355138",-3.90320776152105,-1.56542073622285,0.774639957658912,-0.875598562168015,-0.436816876683245,0.18497331319252,0.0484090471577825,0.572354005324164,-0.674204869472582,0.31807946371212,-0.080297836856935,0.0496397759886411,0.455838898306061,-0.580013734244929,-0.312821001984124,0.200985352459369,0.526158023081802,0.5013466590369,0.386861834787649,-0.395473493114353,0.347557670111617,0.233289122760385,0.347485934059775,1.0326735741065,1.57472509498584,-0.106181067828525,0.0748329115728214,-0.280476086055018,-0.240313719586845,1.82097510743561
"SRR5356122",-4.6201015376644,1.22123666026387,-0.341317188391384,-0.933953857090792,0.400282398100692,0.156170492789185,0.325634894884638,-1.33078832167242,-0.00252331447232352,0.405024987205093,0.0847149724240143,0.42557903934493,0.200188003129644,0.0166729307896691,0.0483403201079061,-0.169591900019863,0.0667068423880292,0.235695902578098,0.19929074638286,-0.676673312599728,0.740176053181178,0.368808239245688,0.272217614461739,0.49110849569901,0.0996150617215905,0.644526797751297,0.435834006560682,0.38358000102237,0.374050832276683,0.479494139602046
"SRR5355616",-4.18851743558664,2.18751408804385,-0.860914936257554,-1.85349665412956,1.06265688302617,0.155116109084468,0.0451140111088237,0.701240726909513,0.16338024841328,0.110587634245517,0.160164634322166,0.363280380694872,-0.361136321185873,-0.153257752295472,0.150022602003797,-0.0225610084241862,0.223660704982911,0.167227549909505,0.101372509218297,0.260868094815588,0.102504015502752,0.176674894286235,0.154469134345285,0.152408674360385,0.211528082890779,0.236775925820345,0.144831748255066,0.0012782317502651,0.0938036022441711,0.313403621645244
"SRR5355086",-5.07242289114817,1.20684996315748,0.0466014867662681,0.670832488986471,0.00867977747924502,0.199702670127191,0.226692767613213,0.431812308964359,-0.206601570762042,0.286252040932573,0.184001304591161,-0.247721296906438,-0.427425965882242,-0.06665172296046,0.435758237170984,0.233308920365825,-0.033594359831194,0.17253420489681,0.0318966879008236,0.342474321260465,0.236022588922515,0.209916466062866,0.200002521797881,0.168014375682285,0.0818745471650312,0.034892861202871,0.118024647977645,0.191722155608208,0.180470197515976,0.156080265342404
"SRR5356035",-4.0761661884015,2.08433307026968,0.857091461236051,0.60565286569995,-1.15277679591617,0.241286719706567,-0.964258358517512,0.892415269382903,-0.388564672374193,0.657695289188373,0.906738928830522,0.0738421864449075,-0.511547572513863,-0.018873157793117,-0.0125678941825731,-0.251828832736822,-0.472397156214281,0.418572693783053,-0.344950010404009,0.00347371621358948,0.204500368098797,0.366940224025133,0.260106503293147,0.254583251079424,-0.0739326217207172,-0.360276485521819,0.767683562783052,0.390693258403315,0.222182431995701,-0.579652054137589
"SRR5355212",-4.45281932136234,-1.71828066779702,1.25587686089799,-1.32115668603969,-0.544375248140385,0.453469339555834,0.365847752717095,0.468782922399698,0.354351828757918,0.275791307601174,0.343164835228888,0.116415760934732,-0.132791457825527,0.156290932709068,0.149065038767986,0.526586419119181,-0.0966951586624315,0.208979710671994,0.394922142280928,0.322305614519349,0.151831914633514,0.340942835545464,0.254180770950265,0.155400551116557,0.0707101795986253,0.59931826093855,0.252814114024281,0.205354576825189,0.418692597027344,0.425022273005767
"SRR5356012",-2.86572086996289,1.28208390873168,1.32644781481615,-0.106507772912617,-0.17079756792926,-0.133599741143174,0.54460206464802,-0.00398565829714928,-0.156758714751129,0.480806912889977,-0.508418456312735,-0.14085384241177,-0.242838546078065,0.0733102708443168,-0.18915694978054,-0.324612395999768,-0.655113169955149,0.261492929931525,-1.20337858422971,-0.49146500450098,0.244035530843606,-0.686564103489979,1.09195944814095,-0.770784865904776,-0.556793789971408,-1.60233384501302,2.33211954108262,0.835880689128569,1.02767431280165,1.30927045478505
"SRR5355961",-5.07253961153036,1.14466109009005,0.0541774621053143,0.491927998579078,0.106143263618891,0.237454701863183,0.276247531725335,0.0201086313385106,-0.364661519196489,0.286941854143152,0.101605593523373,-0.321856840972682,-0.292287400936613,0.0668005432934577,0.568493069336253,0.312452750556405,0.211353779949834,0.18255105266111,0.414049595795286,-0.00897112339163399,0.17368349080985,0.231659754164901,0.00772234106370964,-0.14672588716843,0.434266341578164,0.167769287130116,0.189864198162966,0.0411337029772462,0.27740335914064,0.208570989589381
"SRR5354241",-4.99103756999737,-1.08959683923997,0.795805126208783,-0.466626914062648,-0.00378848682722066,0.312239981744391,0.157745175944657,0.567281768651258,-0.187927570752338,0.37300187679739,0.112210683532514,0.289559119481074,-0.0722401496529392,0.194352506316659,0.51324672673181,-0.0499438726753456,0.533954174995981,0.238999646507672,0.262609974789308,0.152188085101566,0.253828715671689,0.281806078247103,0.147254528983539,0.186951509776729,0.237020297789044,0.358656892659778,0.229971660148576,0.252999953491553,0.145966240652725,0.263510678984039
"SRR5354696",-4.91937280362533,-0.952276316673404,0.499379001153078,0.0301622050513707,0.0611522772792543,0.116381189857193,0.245508754001085,-0.343014714268157,-0.123946905474966,0.420298650815002,0.0721545944485162,0.728996755537281,0.268635759138514,0.625698665209987,0.610242667577311,-0.613176070283214,0.649890988889271,0.317903170715343,0.394002717537123,0.105384719243848,-0.0309856823070349,0.239706475771262,-0.106992600850636,-0.0801251268549163,0.117795202384148,0.310556643659376,0.190777601523039,0.693234747760672,0.267514210819658,0.204513221965326
"SRR5354102",-5.10963402731629,1.02670217677509,0.347884870603222,0.0801708994760857,-0.254768588212388,0.210310764454856,0.309348012114886,-0.301556784909976,0.318209253771977,0.186226394506412,0.267462646633428,0.0441179955197219,-0.54424938293866,-0.159037061478235,0.212661536685294,0.168069083923281,0.249692664314845,0.212092735209538,0.137841744056904,0.24262366206261,0.385889929563901,0.152705893612338,0.270812529999358,0.39134555030141,0.174594641694715,0.214181079956147,0.176462295613897,0.159488424067983,0.230311371941652,0.200039687995992
"SRR5355155",-4.37762741554039,-1.86715267303737,0.937274579697869,-0.996695401668955,-0.470440887086967,0.327887233546705,0.197828919897735,1.24912030673894,0.2607384738328,0.144160550965574,0.272774562131419,-0.622249003019866,0.498192683251356,-0.144111008898439,-0.0743989121012567,0.139777078860216,0.323856929330447,0.172909084546625,0.149931506685565,0.317380349045155,0.314037013787274,0.299509768613918,0.424950409314202,0.485873859992011,0.524739106507838,0.16456960763408,0.399859205649137,0.543040633025259,0.159315712705879,0.244947725593238
"SRR5354558",-4.92665784313356,0.497666644617687,0.22856204166648,0.730783830954094,0.10309788965639,0.192772248969171,0.127671294963538,0.537606692809052,-0.295588894487576,0.249085717056484,0.159021368897044,-0.370678120014558,-0.403448455068126,0.688042700893627,1.12261510108858,0.215165017650908,0.110833503295975,0.323085792962127,0.264168264175478,0.185541019278627,0.133175129358956,-0.0362188654606181,-0.237358162087357,-0.475222178528777,-0.197106153968275,0.276429960162101,0.025341443094742,0.14723814628268,-0.152314486612331,0.776689351527441
"SRR5354845",-4.87058015699755,1.6067700382735,0.0941018754998246,0.92157599921371,-0.388737706625214,0.130611282127865,0.260204648352119,0.926748444191339,-0.460318536806043,0.274511911682935,0.0291345836089538,-0.21008749637506,-0.191443205707224,-0.231820133465427,0.114862149503016,0.059936852720892,0.0628079281251825,0.139754689220883,0.0962760518893205,0.255468855407974,0.182049618663102,0.147893712237678,0.117775839092043,0.130743779345336,0.0790019073656332,0.0620770205174232,0.169316614341773,0.164846202629926,0.153501905063437,0.173015326902645
"SRR5355897",-4.80946510023084,1.11391331511211,0.16786172173207,0.659634393537525,-0.398424004187005,0.0706082162125843,0.315575952819724,0.53299115529644,0.237865253314289,0.225419016378529,0.362783235535291,-1.22478889731119,0.219401480537784,0.687984780021962,0.469703114669641,-0.10831933955723,-0.0202102629587675,-0.315142789570873,0.545896684255611,0.182605757010403,-0.474515945096331,0.334534136306088,0.114422723434042,0.050463454312828,0.156472082599352,-0.107482951206912,0.367104299868412,0.319222725382511,0.073398161076338,0.250487630705618
"SRR5354151",-5.02157087805635,0.327331689373579,0.249912455604888,0.903307716367588,0.470810400741039,0.217648252425635,0.134974724864474,0.561782959235576,-0.650415557132857,0.405797190573929,-0.0275468277000584,-0.288888581729542,0.105578984793224,-0.380270374688057,0.367036095098479,0.228689206826259,0.52785152042231,-0.13148129636585,0.15074967704442,0.446361092503745,0.407555204440648,-0.33511264291823,0.0203178743101378,0.241357181961524,-0.0284973768491967,0.252124703188143,0.385472395455699,0.185184399686145,-0.00618147832055885,0.280121288843256
"SRR5355582",-4.11948992343323,2.37544797789175,-0.881324197168084,-1.72112571915983,0.925757360989044,0.107348730625485,0.0368048917742755,1.05911244966584,0.139430129933719,0.078621678774065,0.108824656423196,0.279369903758129,-0.365111660860886,-0.063962576614504,0.0875706649114253,-0.128288198194911,0.187170174260011,0.133114775555156,0.0475233832616388,0.316109865204729,0.0696764342159231,0.106358324477193,0.156497139904269,0.149816498865949,0.202629345374901,0.226324352822971,0.173814281504445,0.0625079955011209,0.0810016215168332,0.168469638219383
"SRR5356120",-4.48251569103871,1.9553629161806,-0.578195446349549,-0.738111085528411,0.869258624304293,0.310608220186436,0.217696990622714,1.29547031847379,0.229797618795387,0.0813907278590297,0.314063629621702,-0.66548387284756,0.231484332870565,0.0250182977911161,-0.0610122337800427,-0.539448609073297,-0.0712522213002441,0.414271710799546,0.151541585390626,0.00477744685177431,0.219336369352137,0.219672159782663,-0.132930305097133,-0.208437818221219,0.227909889628294,0.443248268021778,-0.098659715093131,0.179889356594461,0.0149640239741553,0.170284511228239
"SRR5354506",-5.07492411257276,-0.0970628944153103,0.47494211280344,0.211086325732869,0.0469030088021324,0.0889649957769503,0.090416817980762,-0.351684093350759,-0.376477312622413,0.419354147941552,0.0161922465741301,0.490690944302265,-0.303660023650003,0.166764613754211,0.717534918623351,0.0573603302101786,0.667132266048929,0.221714998905056,0.0126441647090537,0.782989349176974,0.225482372423146,0.50736573127496,0.207100970246712,0.0935922773465941,0.01529433453665,0.0589030418501251,0.0884647276993562,0.15201670950492,0.039854276417135,0.351042753969793
"SRR5354376",-5.09821791875264,-0.43445230392807,0.451236125556622,0.0629153452458336,0.037596980616304,0.195637350095702,0.2409857799885,-0.280885344825084,-0.29036035508061,0.507678322400271,0.0341049377861247,0.430888223533652,0.146166970740563,-0.183343740370773,0.140074415107274,-0.239775522099779,0.732623642613237,0.449931969661829,0.0106918278079191,0.501781211080746,0.286587314083989,0.151639147704107,0.195217414207883,0.215554833029552,0.0419887945555993,0.331182742452022,0.271063040489703,0.395926208208667,0.277528961597918,0.418033626492941
"SRR5354182",-5.19328540465674,-0.1203295875708,0.513537939739443,0.409906526223247,0.268051834929884,0.360472148291533,0.218324911226633,0.314066921586179,-0.303677908322061,0.301472544315772,0.112845562954038,0.00752004050002715,0.0119362412873394,-0.235110170937801,0.253841202376782,-0.0764353932260481,0.585323291261492,0.248386389872499,0.16191418761922,0.318982353538789,0.23800111191043,0.0853982519639051,0.128944886255244,0.147487321018313,0.139958028413687,0.226534995739932,0.198784140592686,0.136889349559469,0.224346709124163,0.315911574412743
"SRR5355187",-4.30456799834426,-1.78072212616197,0.92958550737992,-1.12363364948208,-0.680880423421638,0.192144219486728,0.232995043011849,0.439199626109613,-0.443420703316324,0.486560087560053,-0.0611551429271848,0.252739453951374,0.406684355729738,-0.237782352133297,-0.0820834191284475,0.586085056725764,-0.11472500766882,0.256115188406439,0.372168580571374,-0.24519793050536,0.464759156291721,0.431919643418057,0.466856939912253,0.715400310918682,1.07298680587595,0.117313571969503,0.452686460581042,0.645192806904028,0.234822526979681,0.317953411305614
"SRR5354501",-5.03850019648608,0.430223646529759,0.372213273153495,0.554235612818797,0.18639323908173,0.18594407845757,0.273922144667523,-0.122658701197367,-0.573508271863799,0.221601982764316,0.0332545446823473,0.318584723206986,-0.536054261826302,0.355135611500839,1.00937302311142,0.488917929889834,0.327287290642015,-0.0262939643401355,0.0190725903415355,-0.220124549010272,0.416812248626949,0.200759667268494,0.077759449297805,0.0808356968805644,-0.0397103565306213,0.294138536356119,0.0576854810531472,0.334926773020487,0.0284955147991282,0.289277243103712
"SRR5355670",-4.26647902818313,1.99492198059335,-0.67467360149652,-1.95924731513044,0.750900140761821,0.131623221503642,0.148779697888794,0.0108862706398401,0.103334702416901,0.179022885678783,0.145389675169586,0.70450591217985,-0.120571285151982,-0.0126747495004266,0.0292355547187411,-0.0673659377156804,0.442816242861118,0.380778379336115,0.380525285235233,0.247925196408774,-0.256760028667979,0.0226723766302224,0.32935509680337,0.254815173511431,0.299052375031418,0.580674024047152,0.111498555528919,-0.181268751088509,0.00614288401206462,0.284185065977545
"SRR5356123",-4.11314980440422,1.46293936482684,-0.112259594237312,0.147667514813408,-0.24264100419098,0.152267937949407,0.26562017690466,0.502062560286106,0.284193683184037,0.332861438807377,0.356230303272572,-0.355920143212463,1.10112190128893,0.699046156375479,-0.273765379624166,-1.45047351048849,-0.54170701845169,-0.183870381416722,-0.0325867437090882,-1.20005836376176,1.29659678905441,0.487360746821655,-0.424641495705681,0.24408089056844,0.335766810522493,0.724703740297805,0.09807779271841,-0.344626875053458,0.0958450634500822,0.68925744311392
"SRR5355613",-4.1793576064262,2.24265409382362,-0.76847028265172,-1.77409794700518,0.735475664045202,0.12684636179482,0.0637718994291007,1.06855561517059,0.258585028937652,0.0838466992356822,0.181265707143707,0.620041435237341,-0.263979992301076,0.224974005943506,0.398040227446866,-0.148261423490682,-0.217907315748315,0.0985700736693722,0.0161615776349691,0.229846587844145,-0.056303080144667,0.138833843078869,0.138702233266101,0.168729732749011,0.0142242109670321,0.137920081950937,0.194874646286349,0.0111788706337226,0.114668716631201,0.140610334848049
"SRR5355901",-4.90293840096927,1.08054203050502,0.295849039745362,0.732434866372486,-0.522356591129176,0.166069448170831,0.287498877087113,-0.00445011899255078,-0.300037388081495,0.252247525210984,0.19086804311391,-0.951009483548249,-0.00940443054741006,0.350394779558502,0.558548922215738,0.0293005484925562,0.40161428453858,-0.0535386486052397,0.646834200162087,0.131277774136237,-0.261927138158725,0.281675846417773,0.0654686096374206,0.0251310779626841,0.445402548395784,0.106875253075639,0.436255709250194,0.169022957411507,0.0958568448904972,0.256493013681216
"SRR5355203",-4.45279065390562,-1.48133251023409,1.28229518454278,-1.30270374147364,-0.673671856176897,0.470647729137959,0.449411212915778,0.150939651218229,0.240119786036287,0.358743816745704,0.328900220232165,0.535610114532427,-0.211770949417196,-0.384853504075089,-0.0243297683860163,0.707072203451519,-0.0540805190810596,0.366897215214328,0.208717573470429,0.285665529003744,0.526225981250599,0.388817711405595,0.261552165917233,0.460057023313012,0.0246227554564846,0.327433340076548,0.28611547398513,0.210354394421736,0.383571810710551,0.331762609711363
"SRR5356003",-3.98667399592624,1.10919903941181,0.0253891242139423,-0.280479966885155,0.312246049628601,0.21570583721675,-0.0397583197266149,0.443823431945479,0.0296919042052738,-0.011806248182691,0.305116253387405,-0.282192381263552,-0.53150745822853,0.422599343365772,-0.522867518168597,-0.188780599962262,0.0158905047534025,2.95971572883613,0.269376922381922,-0.558147680617766,0.0486363987404152,-0.757062891594814,-0.324367747632176,0.0317209247797435,-0.150750949859087,0.66951856711435,0.00923185194534933,0.239459308193779,0.171244907377913,0.355829660549454
"SRR5354707",-4.78346726452472,-1.41834152124628,0.668607116396083,-0.142275907870522,0.130698612485037,0.279500573419692,0.139981212764639,0.994337540030903,0.122169644712336,0.189800457056389,0.201853253754285,0.077147615314774,-0.084599413720426,0.110872142198444,0.366824911471419,-0.727948690140033,0.861142710938036,0.0541977530224555,0.140794559556842,0.529366016213455,0.0961642512518631,0.22650694900227,0.252630655529787,0.368233015627299,0.219643574197636,0.297557067421515,0.391630099452354,0.389307886639428,0.0830755789408653,-0.0354103998958293
"SRR5354356",-5.03624011429003,-0.444391078811445,0.435507623183609,0.258928293008183,0.139370438759488,0.228792362624561,0.272566771086979,-0.208437426020132,-0.605040614092942,0.524848876930199,-0.105459180041189,0.621874547812925,0.17516340561251,-0.243333924772147,0.101963981106548,-0.0230981936516748,1.00673997071216,0.300230044356801,0.117940111266886,0.162477104298829,0.24257878307079,0.224427566870539,0.406719231113748,0.441621040765805,0.10066015123426,-0.00639967083447057,0.255910646014453,0.133403295842471,0.330061479924486,0.190614476917801
"SRR5354840",-4.92176159317975,1.13592278315443,0.403798374553983,0.658748713182141,-0.486676046589649,0.203579311003849,0.247684185329877,-0.239893178389767,-0.472899709285406,0.403843342768915,-0.0251727329600711,0.294755652487258,-0.312608590734674,-0.658768936360282,0.110998273446558,0.410828683189809,0.480039595338445,0.419868509942782,0.120944836760067,0.355169778159291,0.243325506368516,-0.0279061203037593,0.186763501783878,0.468190312955626,0.320026025431211,0.296227372910327,0.283642463307578,0.00978969355708608,0.335795624203059,-0.244255632031327
"SRR5355652",-4.20407668858553,2.09772914942607,-0.871318448182908,-1.99746352260249,0.800356434595001,0.129977186947072,0.155487426201071,0.271243686648218,0.189744415177145,0.122013277163138,0.123925107177911,0.676636639093285,-0.276717749946889,-0.0542533052431862,0.120372233195062,-0.182392963820059,0.13404849807723,0.102510666459276,0.2561083577824,0.358886395456433,0.0356890407662562,0.150775681752398,0.196168934656559,0.164228653653394,0.318238019611013,0.353450750885246,0.204398190509753,0.104494367856493,0.112645696087772,0.407093869202875
"SRR5356111",-4.79760284727776,1.57249025349581,-0.381489650715006,-0.0756252140224917,0.351855988594241,0.0972908648773177,0.17015616048444,0.77487209179833,0.0841626406415013,0.214160426308268,0.258427283187962,-0.759033535918783,0.478086833439939,0.00511122838408657,-0.0225345176956234,-0.549532580240938,-0.155061423667963,0.144414650905485,0.0609141405103643,-0.161439499426851,0.734130110863048,0.340923175915279,0.00145704311074958,0.238963721865352,0.110913596573379,0.225338935415148,0.136394675244868,0.183677811948083,0.036119788675747,0.682457846726016
"SRR5356137",-4.6985280502383,1.19210023502844,0.0273018234516694,-0.327626650452924,-0.309274968221005,0.219862011259436,0.515681851209212,-1.02039871107977,0.209649282299408,0.461302663133912,0.361971798890131,-0.0321258248953636,0.347365518510738,0.0535264599353067,-0.0497570324822767,-0.64039390412292,-0.335115546764373,0.133633322156993,0.272468771643512,-0.633297886545185,1.01740261874611,0.624352523686618,0.0912692666051238,0.496082288890381,0.326690223299071,0.515163080578708,0.293943419526828,0.338579652149463,0.346114250807285,0.202057512993776
"SRR5355364",-3.98755308413252,-1.7743983886376,1.23032005445532,-1.36989236070654,-0.506121457304673,0.399999500865452,0.246396108932426,1.72444304033673,0.230441902360192,0.0858071081350086,0.454183188462577,-0.704746482163869,-0.167432742855867,-0.27746485539676,-0.0164492526366612,0.786588679055944,-0.253108315419587,0.0484805646683155,0.395372278969069,0.0301622074981822,0.50835842686073,0.231252557540871,0.242302921920646,0.401769160777126,0.283165931758507,0.651048311276017,0.409588248958241,0.371306681557216,0.117909077754302,0.208270987111216
"SRR5353503",-5.00068749244782,-0.0911502974260626,0.532703875704392,0.634685610374339,0.87722932847272,0.27970917634727,0.264018444774366,-0.523246950566673,-0.0648195170501706,0.224271389234171,0.0766823011901418,0.923376104953667,-0.116966589591077,-0.324060196808924,-0.323772448306239,0.239566539867218,-0.0578503371442599,0.173006014308239,0.322795671025594,0.283378099511961,0.188128903123671,0.289273182008945,-0.11297534457545,-0.266677069158207,0.290772637347734,0.430402256730114,0.0534609798794283,0.306418003105306,0.198373020675307,0.293954704440301
"SRR5356089",-4.49440743334635,1.71285690267121,-0.158457525258714,0.188606343938698,-0.878115992571399,0.0735727246858404,0.420274523408724,0.38332177725469,0.0293603121708887,0.400824780877122,0.110655261940469,0.196472170601456,0.317016789160853,0.341384323005375,-0.0522368818577659,-0.955792867907698,-0.366847076822727,-0.0994411213872861,0.169892057895044,-0.461277366609708,0.77196535150875,0.0833535794869627,0.0197491832585141,0.358819990403077,0.600790172887954,-0.521639433242383,-0.0102474539999431,0.888798564761176,0.904463420597977,0.0262849224891855
"SRR5354259",-4.91508035983896,-0.984082697575112,0.751039644034308,-0.306851819145697,0.109594666416415,0.240435316505764,0.209628478840564,0.255617594514523,0.0307879535292073,0.266423689680719,0.153717869228295,0.455117693530345,-0.421975844500961,-0.0332638901197954,0.363300785790212,-0.554140139610384,1.01940537203211,0.233820059660492,0.367654111760385,0.159745163799855,0.485622482446157,0.16398194752504,0.123755884826153,0.260823767533035,0.18326770496685,0.549796376980417,0.26034652227417,0.171096823027658,0.171668829446056,0.228746012442175
"SRR5355599",-4.08532919253444,2.30563871434013,-0.929448533000059,-1.8761446131599,1.03089887893611,0.181748404333292,0.0585082175303588,0.871918401434496,0.265054654535975,0.00083150819260886,0.18220034953252,0.276518230122923,-0.36818284876824,-0.162778981473906,0.145182898576233,-0.00807655879085855,0.234926659639437,0.114350585050864,0.150649852022022,0.216226841741494,0.057518155041491,0.135205865597633,0.167191424507633,0.105133016948803,0.196001270037041,0.300325354652998,0.164286908660116,0.0211435782723027,0.0887312186368168,0.159769739384109
"SRR5355247",-4.35583135391754,-1.57910334789885,1.35113428245139,-1.32921473427331,-0.666413464531319,0.45892764307842,0.402565012290124,0.608842932042984,0.40898627990406,0.3424766071443,0.453227328283573,0.0734966815081287,-0.231077750052179,-0.271985287186567,0.0596157799895325,0.648400058172552,-0.3597642524888,0.399224705345457,0.461155491817751,0.606880210194689,0.309417542765082,0.476783054960998,0.289819550043518,0.0875358756251092,-0.0367563791706279,0.33794753894352,0.202363806578712,0.19430889622569,0.405915407082944,0.251121885070657
