Run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
SRR3986038,-0.24989282,0.49024972,0.1441202,0.4978875,-0.02917527,-0.07205652,-0.6066839,0.11517755,0.060109567,0.09442517,-0.9167734,-0.46541864,-0.056880098,0.5077537,-0.28892913,-0.29267046,0.14390245,-0.4519587,1.0438302,0.58172375,-0.100297906,0.5135088,-0.098329246,0.21139404,0.82608324,-0.1652334,0.35346788,0.23240437,-0.42356783,0.4261428,-0.041518137,0.029570717
SRR3986039,0.12122523,-0.5983349,0.47355652,0.633574,0.57156205,0.36191437,-1.0985621,-0.29865837,0.29042327,0.2250182,-0.26096526,-0.09830036,0.789743,-0.08407924,-0.5318144,0.101371944,0.23740329,-0.61691135,0.2394379,0.803594,-0.57693386,-0.069657505,0.05576725,0.07197003,-0.69739974,-0.29494536,0.42807525,0.69647306,0.67601836,0.017925099,0.105912596,0.03370773
SRR3986041,-0.27383766,0.65025145,0.46272218,0.23718643,-0.16519603,0.18068422,-0.7922127,0.48383543,-0.7314082,-0.06096296,-0.9799799,0.5441723,0.2521854,0.6807589,-0.38570645,0.22510925,-0.61820304,-0.073642656,0.24369642,0.13120554,0.59949666,-0.098721474,-0.66667694,0.1952312,0.52395535,0.027072309,-0.44507554,-0.64717346,0.090168945,0.16043448,-0.24116822,0.22389899
SRR3986042,0.046860874,-0.15449214,0.09170206,-0.099809244,-0.027520152,1.1261097,-1.7050796,-0.528835,0.19327988,-0.31501043,-0.794295,-0.40219986,0.63472056,-0.2361528,0.10914821,-0.09738714,0.856775,-0.7058505,0.018061593,1.2464131,-0.21829526,-0.018363127,0.3210452,0.23000242,-0.14396918,-0.6446222,0.63507307,-0.19304197,-0.46041918,0.9740026,-0.23319879,-0.254309
SRR3986043,0.45961112,0.123040766,-0.19427888,0.6784956,0.76082546,1.1743754,-0.76635855,-0.00057419844,0.31941748,-0.5422228,-0.8099936,1.1623819,-0.13832077,-0.20657115,-0.74563944,-0.34449756,-0.75119287,-0.9790054,-0.2204076,0.094611816,0.4815596,0.07677291,-1.0495362,0.2636257,0.0139548415,0.7142171,0.25332868,0.347023,-1.1742411,0.3214165,0.23837046,-0.1794482
SRR3986044,-0.18766744,-0.050554298,0.101839826,0.2805625,-1.2545954,-0.020550765,-0.17068738,0.19852033,0.29550776,-0.018321237,-0.03459337,0.2316368,-0.2664296,-0.4710106,0.05716814,-0.14052813,0.19438578,-1.4914924,0.4656413,-0.25859872,-0.37403497,-0.75513536,-0.23754336,0.5463626,-0.527124,0.1646567,-0.2128864,0.71254045,1.1041819,0.1397791,-0.37164333,-0.036495898
SRR3986046,0.17874098,0.6990862,-0.15951517,0.5999881,0.1181447,0.67995584,0.1705375,-0.090656504,-0.27769905,0.4334717,-0.29282042,0.33685642,0.1944078,0.6205878,-0.060434565,0.29767886,-0.27914506,-0.51944035,0.22905079,0.16066772,-0.89138144,-0.15260258,0.43108478,0.3365105,0.34893656,-0.3110746,-0.13482367,0.1514032,0.078925766,-0.39306238,-0.44072047,-0.031375907
SRR3986047,0.52560145,0.408169,-0.12486325,0.81085706,0.021528391,0.05749259,-0.25161946,-1.353751,-0.5154694,0.5303998,-0.44895598,-0.23266366,-0.5990634,-0.042754553,-0.09028038,0.005271793,-0.0069348714,0.016741514,0.06575322,0.51214,-0.42121062,-0.536921,0.029343106,0.83639115,0.92255354,-0.71283513,-0.13399468,0.92872447,0.36255062,1.444633,0.39912644,0.8404736
SRR3986048,-0.05004358,0.79618216,-0.12939808,0.47218692,0.3099369,0.3215368,-1.0149285,-0.9196779,-0.29207772,0.32125652,-0.89008605,0.3148974,0.7232709,0.119791694,0.24215196,0.12100269,-0.1903093,-0.12563048,-0.1060739,0.70124847,-1.9010671,-0.2718399,0.59584546,0.4533921,0.84141856,-0.22498946,-0.21691673,0.21096726,0.25595757,0.5332691,-0.8491653,0.2091832
SRR3986050,0.3172063,0.53523326,-0.23695958,0.56087077,0.22097832,-0.47905082,-0.23693843,-0.16716436,0.57973266,0.4341529,-0.6119958,-0.07073464,0.17305079,-0.44066256,-0.17675681,0.16862561,0.9207986,0.40336606,-0.23670374,0.46673957,-0.6451359,-0.5558398,0.4966912,0.28272206,-0.4038859,-0.15722601,0.5408341,0.4888726,-0.15151502,0.81461644,-0.0802829,0.7571091
SRR3986051,0.5594007,0.6007973,-0.38339198,0.04018946,-0.2857311,0.874334,-0.800175,-0.15266797,0.16156302,0.25738245,-0.9918366,0.63131213,0.17931783,0.13250387,-0.22363137,0.1726555,0.8282915,-1.07167,-0.027403193,0.21429373,0.2880765,-0.3491538,0.03200497,0.08398916,-0.07958048,-0.40129766,0.08656422,-0.42971057,0.23978671,-0.11264185,-0.24575439,0.3111674
SRR3986052,0.30236226,0.41285253,0.15638639,0.7979925,0.17853008,0.8240876,-0.8914047,0.09650486,-0.32718247,0.33569497,-1.0356134,-0.50367594,0.22321022,0.0627239,0.27155533,-0.4097698,-0.5522464,-0.879753,-0.27778205,0.7004152,0.33580294,-0.22840685,-0.5424185,0.5436541,-0.15684177,0.24404605,-0.473254,0.5799265,0.3067583,0.3516988,-0.24055658,0.2270742
SRR3986053,0.0052283197,0.03772225,0.04580712,0.41105804,-0.37465554,-0.0032745614,0.19447528,0.065981366,-0.26380435,-0.08443173,0.60242844,-0.11945799,0.19499765,-0.13893387,0.14211655,-0.39064565,0.47937334,0.092011854,0.22059086,0.3162134,-0.12725982,0.010351693,-0.08807353,0.6174697,0.3339275,-0.42597106,-0.6697323,0.14576086,0.24381626,0.48042718,0.14397435,-0.08427434
SRR3986054,0.3095607,0.12194589,0.056721717,0.65834934,0.45080268,0.25162077,-0.83887804,-0.28171393,-0.17629968,-0.12120612,-0.1864812,0.2951479,0.124370255,0.28016236,-0.19570513,-0.1666052,0.79528797,-0.52916306,0.40312538,-0.16595761,-0.5129174,-0.69891405,-0.44810802,0.56383467,0.016978387,-0.69549996,0.25470603,0.16048974,0.86560124,0.12451854,-0.17995031,0.24590561
SRR3986056,0.4594926,0.8450566,-0.095263496,0.47052583,-0.06438414,0.31433025,-0.73730224,-0.92395097,-0.42181566,0.57186013,0.057104323,0.43170267,0.37369373,-1.0164791,0.118393466,1.1877823,0.07195774,-0.70425254,0.45671043,0.21352968,-0.5608912,-0.83178306,0.21583982,0.50261104,0.7712986,-1.5285398,0.65244085,0.5604507,-0.13232109,0.35394385,0.026960835,0.62356144
SRR3986057,-0.16419305,0.34366724,0.49637172,0.77721244,0.22463043,0.68686754,-0.22659257,-0.10296502,-0.15079877,0.102715544,-1.130122,0.465569,0.16571549,-0.16163184,0.16744645,-0.010903452,0.0032461921,-0.46846843,0.3220769,0.65535694,-0.5614238,-0.47150397,0.7197572,0.67988926,-0.009280213,0.5973284,-0.39137235,-0.24825747,-0.1274693,-1.4690219,-0.27219793,-0.93379825
SRR3986058,0.5544268,0.64318484,0.635506,0.14655596,0.23651032,0.4206942,-0.051613208,0.033578005,0.21777362,-0.09384805,-0.71513015,-0.022264192,-0.20492515,0.31491295,0.17819104,-0.17339872,0.8091574,-0.75823045,-0.70930845,0.6268222,-0.15206756,0.14920612,0.6960534,-1.1492224,-0.5115477,0.101599365,-0.3560393,0.18164119,0.048053026,0.019996662,-0.1642036,-0.4101931
SRR3986059,0.47068805,0.6752622,0.44724044,1.0656719,0.31791517,0.6354306,-0.9674635,-0.8255172,-0.47548434,-0.4705992,-0.92186177,-0.5255562,-0.91714203,0.05741299,-0.5866501,0.41621614,0.94822896,-1.0333213,0.76731265,-0.2820799,-0.010729497,-0.123801544,-0.41256142,-0.011635387,-0.08486147,-0.17337504,0.74331826,0.0850057,-0.5842195,-0.21987966,-0.12255163,0.11938192
SRR3986060,0.10289967,0.26086602,-0.6080337,0.7551187,-0.5450267,-0.028545607,-0.70096135,-0.92057353,-0.46568397,0.4970538,-0.98223424,-0.27855712,-0.73255825,-0.113073096,0.24978757,0.38911495,-0.33439264,0.2659948,0.1385064,0.9597352,-0.1303231,0.33116013,0.44956115,0.8998903,0.20403665,0.5524634,-0.44807306,0.075446844,0.0077301753,0.25094375,0.33193675,0.15509336
SRR3986061,0.05544709,0.37981096,0.38999227,0.35110974,-0.064576134,1.3679502,-1.5579395,-0.30798247,0.09411564,-0.16524778,-1.3838549,0.5368715,-0.33196098,0.20587164,-0.26419306,0.13613555,0.0073662684,-0.6020459,0.46084416,-0.1521226,0.5986579,-0.6272062,-0.8073175,0.09390349,0.3673193,0.2985084,0.76341,-0.14704473,-0.802166,0.019065773,0.16440539,0.14687751
SRR3986062,-0.24639526,0.66876566,0.6231156,-0.110947475,0.025572883,0.13567078,-1.1687535,-0.33745658,0.004191227,-0.21465969,-0.6736149,0.6012284,0.27917558,0.2579075,-0.6541618,-0.19769323,-0.104281455,-0.74915314,0.58788705,0.61911714,-0.13092838,-0.04035589,-0.5521531,0.058682546,0.2933604,0.22306217,-0.1951167,0.40591982,-0.5378257,-0.41306135,-0.27119264,-0.064440615
SRR3986063,0.1864933,0.2497999,0.65084064,0.49907047,-0.6445921,0.34953445,-1.8743985,0.43951544,0.53358066,-0.10519828,-1.1385858,1.0522815,1.3098624,-0.25631145,-0.62771904,-0.22859904,0.056228165,-0.57490754,0.7202349,0.60061955,0.24197203,-0.38220835,-0.18564743,-0.0038504372,1.0000726,-0.5961014,0.6843074,-0.12037467,-1.0587153,-0.05603827,-0.5400812,-0.44129446
SRR3986064,0.24698846,0.14188495,0.38479346,1.1628731,0.76890016,0.1638534,-0.6287567,-0.16234648,-0.35517007,0.43023753,-0.47551116,0.6433239,0.98023033,-0.37625936,0.19330347,0.55481565,0.5488996,-0.45216006,-1.4900327,0.09317666,0.083174266,-0.8561867,0.23944609,0.3003343,0.017051395,-0.8414173,-0.5966988,0.34221703,0.41485968,0.319387,-0.2743179,0.38251415
SRR3986065,0.44973642,0.3799789,-0.03514476,0.7464957,0.12636113,0.123962566,-0.5159753,-1.3614354,-0.28840676,0.30201605,-0.8408331,0.29886627,0.33714443,-0.06741714,-0.107668735,0.24619949,0.18521139,-0.045196876,-0.07202088,0.57425296,-0.1474077,-1.0770775,0.047754575,0.3412919,0.5607837,0.10082741,0.12215939,0.40377265,0.48122317,1.1471112,-0.033377483,0.67863154
SRR3986066,-0.0017096371,0.654306,-0.31796575,0.6311945,0.0655602,0.5017741,-0.9078266,0.33658516,0.4079352,0.08090915,-1.234193,0.33369187,-0.05071566,0.59754,0.03833021,-0.50380856,0.55798113,0.058593955,0.029018007,0.4350355,0.2656623,0.065280855,-0.4154913,0.08851206,-0.8038784,0.43020108,-0.069200024,0.046989106,0.46732843,0.62104285,0.7731293,-0.7203193
SRR3986067,0.2049143,0.48330447,-0.43061358,0.44769025,-0.19799545,0.5140741,-0.2707625,-0.22594902,0.103281334,0.3066252,-0.108251646,0.08539228,0.32192898,-0.39190727,0.3046793,0.4912692,-0.8350282,-0.6150966,-0.41199312,-0.04888184,-0.3772444,0.011715325,-0.25617832,0.6257277,0.21155846,-0.103896,-0.3528137,0.4925282,0.30126017,0.018896848,0.040127687,-0.08365935
SRR3986068,0.32762295,0.3808646,-0.30974346,-0.10719609,0.18254432,0.6534828,-0.8755306,-0.72015685,-0.32920235,-0.0077972566,-0.5207623,0.35422942,0.6094946,-0.35144946,0.22254297,-0.1582648,-0.39449605,-1.0439893,-0.4148277,1.0938876,-0.11262987,-0.02307378,-0.26863775,-0.19974127,-0.20503668,0.8782279,0.36372232,0.2522969,-0.95497066,-0.085664414,-0.112756595,0.20821527
SRR3986069,0.23642488,0.43650842,0.18317752,0.44353873,-0.5765365,0.21433601,-1.5874119,-0.518855,-0.31115007,0.06526347,-0.20739305,1.1470569,0.7381383,-0.06212857,0.25945136,0.517938,0.32086566,-1.1392351,-0.5210797,0.66088915,0.55790806,-0.23477465,-0.26340905,0.2824306,1.0628294,-0.51045364,-0.03698301,-0.5987997,0.28977454,0.398761,-0.2662481,0.34705836
SRR3986070,-0.030786457,0.02925117,0.04427331,0.6109617,-0.33331168,1.2776649,-1.120245,-0.844873,0.114326805,-0.12302075,-1.1203912,0.28161415,0.3400108,-0.2962582,-0.27196303,-0.5813657,0.03954392,-0.7252507,0.3244149,0.12112457,0.15294456,0.3032609,0.25791878,-0.016287426,-0.05907693,1.0678344,0.43626422,-0.104606226,-0.13645267,0.6166666,0.3836869,0.008272628
SRR3986071,-0.017189927,0.8828557,0.00958153,0.5099771,0.2798428,-0.6664497,-0.45950258,-0.11464544,-0.035770956,-0.046683595,-0.7469953,0.020128999,-0.097075425,-0.08951052,-0.16154075,0.020571304,-0.15132977,-0.31798747,0.041726775,0.47706378,-0.19737536,-0.8059401,-0.3708836,0.17876104,-0.2740831,0.2242165,-0.10368689,-0.18424103,-0.04513584,0.26796386,-0.18192756,0.31406748
SRR3986072,0.1597953,0.20979288,0.15622851,0.361837,-0.3096574,0.0792182,-0.6441171,-0.053981844,0.040495686,-0.15027633,-0.30124688,0.6320859,-0.039469656,-0.4967803,0.27802476,-0.2776446,0.18232858,-0.7383953,0.7061805,0.378956,-0.06541355,-0.6410313,-0.13124242,0.3884962,0.6033304,-0.72911304,-0.059565708,0.17468373,0.25796822,0.10430345,-0.30636796,-0.26367724
SRR3986073,0.06264899,0.71197283,-0.34929642,0.7357672,0.5913914,0.5885161,-0.41253847,-0.18535593,0.12111369,0.7954651,-0.8107188,0.25833932,0.3773017,-0.034228243,-0.5987288,-0.023471778,-1.349785,0.059023034,-0.21912278,1.1750805,1.2620149,-0.32884607,0.20386915,0.34910902,1.2732793,0.0905592,-0.020327585,0.27833116,-0.3136369,0.5699362,0.4240865,0.0017643584
SRR3986074,0.06206705,0.16663016,-0.19797045,0.3258112,-0.38897765,0.10540099,-0.58819294,-0.2577979,-0.31642258,0.071280174,-1.1767997,0.22711025,0.802929,-0.07191294,-0.11746152,-0.17255308,-0.74913317,-0.50313574,-0.3134574,0.26320562,0.6641322,0.030974304,0.0935218,-0.31064945,0.5425439,0.017483905,-0.6274387,-0.24960998,0.25138196,0.45063326,0.42584053,0.8793191
SRR3986075,0.071274616,0.6120409,0.44532895,0.19186546,0.042734727,0.2867194,-1.3545794,-0.74843913,0.2679401,0.18045655,-1.2669127,0.28611642,0.09947463,0.10747208,-0.100321025,-0.43188885,0.34428838,0.459023,0.48525634,0.7673467,0.14500624,0.54235053,-0.22806016,-0.36826262,0.40036854,-0.12799984,-0.45345122,-0.0026707463,-0.47790784,0.75596035,0.41692844,0.4844756
SRR3986077,0.69228256,-0.059620943,0.10839863,0.5664833,0.03655929,0.70323074,-0.9225702,-0.30754745,-0.01882623,0.2603486,0.016538786,0.2627414,0.22680037,-0.40179375,-0.54911906,0.37504354,0.501107,0.10661601,0.05153184,0.4970171,-0.488415,-0.87124956,-0.12916057,0.60166144,0.30804434,-0.39154226,0.022527086,0.23321429,-0.031190857,0.5565598,-0.10481239,-0.104271986
SRR3986078,0.34652323,0.69981056,-0.30428326,0.72112453,-0.501017,1.0222521,-1.209404,0.04060334,-0.6281806,-0.23238266,-0.70550734,1.105109,0.30146667,0.027843708,-0.02056991,0.047670778,-0.29893437,-0.7020087,0.35476404,0.27968955,0.9448445,-0.5687129,-0.2901171,-0.45367116,-0.5967663,-0.92783654,0.33141407,-0.111543655,-0.17255045,0.60874,0.3383269,0.4772572
SRR3986079,0.25854325,0.93397945,-0.026438722,0.5595371,0.18052234,-0.7933373,-0.2150408,-0.038643192,-0.18299687,0.36438212,-0.72096074,-1.298181,0.886897,-0.3873696,0.059486758,0.36954045,0.73460746,-0.09383467,-0.87872285,0.60030776,-0.09540308,-0.5665688,-0.07442954,-0.11394162,0.28024456,-0.29626468,-0.20482856,0.2910775,0.7379677,1.0599048,-0.11216068,0.46418417
SRR3986080,-0.28617987,0.07500276,0.40490305,0.2689301,-0.78921276,0.502997,-0.22627412,0.24600853,-1.2635356,-1.027581,0.023057805,-0.063189395,0.21868959,-0.11451641,-0.5067996,-0.9540001,0.5631789,-1.3192148,-0.72501415,-0.17286949,1.5510514,-0.09177288,-0.06594949,-0.3073888,0.34768984,-0.122207575,-0.8078604,-0.40588367,0.13724759,-0.14157356,-0.24964839,0.86667883
SRR3986081,-0.18874536,-0.011460403,-0.16849057,0.4312625,-0.49173033,0.7336606,-1.2519124,-1.1567212,-0.4344669,-0.1536295,-0.3205656,0.44011495,0.021748722,0.17939924,-0.119050495,-0.5528134,0.37962615,-0.9143855,0.22568548,0.9683569,0.097775795,0.37685704,0.3454006,-0.03831652,-0.8862302,0.24265239,0.10508023,-0.042261112,0.5646439,0.32773396,0.0030634,0.2973601
SRR3986082,0.40045536,0.5278397,-0.04019465,0.69237804,-0.86348337,-0.6276557,-0.84957093,-0.14802723,-0.16481724,0.4493069,-0.54927754,1.3608314,0.04191575,-0.47245607,0.32949767,0.3324522,0.6694107,-0.18933676,0.034479756,0.59256905,-0.21260412,-0.38955882,0.0302765,0.41874957,-0.7204605,0.06757168,-0.5703158,0.61523503,-0.23916471,0.44914827,0.07989781,0.52085066
SRR3986083,0.6300762,0.0577117,-0.2378287,0.36140177,-0.31268245,0.8730735,-0.27643317,-0.22329278,0.02274822,0.15729451,-0.09262253,0.54611534,0.032280654,-0.1709364,-0.38727376,0.22418441,-0.08606521,-0.7554835,0.26165372,0.148842,-0.17316172,-1.0865792,0.090626255,0.3411949,0.2526089,-0.2929282,-0.23431543,-0.43703133,0.8702926,0.3886029,-0.12030009,-0.45093888
SRR3986084,0.35273573,0.5073428,0.05758464,0.7520711,-0.4674407,0.21804309,-1.5169802,0.023772687,-0.23423645,0.13274655,-0.72973245,0.12736936,0.07639354,0.2575285,-0.5134362,0.19999236,-0.020219069,-1.0477467,0.027444433,1.2474098,-0.16737197,-1.1627594,-0.40393642,0.22623047,0.29202574,-0.67597866,0.03711301,0.5648448,-0.31678927,0.26516017,-0.3675601,0.007857665
SRR3986085,0.22434613,0.23208104,-0.09093032,0.2753584,0.41904905,0.7791521,-0.65573215,0.061498065,0.20857936,-0.03774486,-0.088637985,0.2363585,0.33625853,0.2765442,-0.37473953,-0.2452606,0.3948071,-1.2031124,-0.5790468,0.57297087,-0.4803651,-0.4991268,0.11877343,-0.16622241,-0.20228268,1.4592785,0.28232962,-0.20928627,0.056815635,0.7185928,0.7362422,0.4581526
SRR3986086,0.4249686,0.604879,0.3691877,1.0242549,0.022686195,-0.35862896,-0.38500395,0.023989163,-0.4011785,-0.016670378,-0.5315054,0.11738453,0.67464936,-0.26686212,-0.22105105,0.74000275,0.16778095,-0.74566126,-0.30191693,-0.070670456,-1.6926277,-1.6027993,0.10382155,-0.033759445,0.7358834,0.1959683,-0.18039632,0.7619087,0.6620238,0.6446415,0.16744807,1.2584547
SRR3986087,0.054888844,0.5338047,-0.013937584,0.7483506,-0.5488641,-0.38379326,-0.95955,-0.78017986,0.18806261,0.13804325,-0.9331046,0.025936278,0.4040163,0.42118266,0.12900013,-0.2104537,-0.36403057,-0.7767615,0.5941644,0.33065572,-0.8587431,-1.0815493,0.4210639,0.44305617,0.58031195,-0.6668326,0.18197264,0.2094181,-0.6442099,0.8139855,0.033814605,0.83375627
SRR3986088,0.23855022,-0.058103148,0.17421922,0.48441082,-0.0703551,0.7406415,-0.6842105,0.20375752,0.18654495,0.32234532,-0.28323996,0.70155555,-0.03144263,-0.02009838,-0.38722283,-0.098624066,-0.59555614,-0.75522065,0.3121079,0.44031873,0.012805557,-0.13573804,0.15016489,0.44837162,-1.1550232,0.19836965,0.16170211,-0.530976,0.4059661,0.17978212,-0.054624416,0.54432005
SRR3986089,-3.227964e-05,0.5178293,0.40190047,0.077229515,0.3001276,-0.45843044,-0.33991867,0.40905014,-0.20987989,0.28317776,-0.73363906,0.84817255,0.8286921,-0.414377,-0.3890814,0.12773016,0.5448947,0.2933187,0.29265225,0.026375562,0.5508408,-0.36343023,-0.79188734,-0.019235305,0.5345622,-0.063112505,-0.47453874,0.061664402,0.62389696,-0.8254856,-0.47052765,-0.6225018
SRR3986090,-0.20310897,0.26058322,-0.26103958,0.31930798,-0.23109649,0.43525678,-0.61113834,-0.95954394,-0.20316483,-0.08677146,-0.3403714,-0.15815423,0.40628886,-0.2611859,0.12255074,0.17154548,-0.040431254,-0.6764758,0.3091997,0.94060236,-0.29817447,-0.6747958,0.3436836,0.20971675,0.8240081,-0.07352392,0.008860884,-0.070056476,-0.0017766661,0.54617685,0.015354387,0.753194
SRR3986091,0.6899334,-0.27327612,0.54288036,0.7778154,-0.74866915,0.5531619,-1.1348709,-0.5862449,-0.038330346,0.15192567,-0.49514717,0.23415048,0.76264817,0.10405219,-0.009112188,0.47243515,0.14080586,-0.020790258,0.16745998,0.3110401,-0.33968046,-0.7066709,-0.41097075,0.5712173,1.7248352,-1.0274271,0.34828335,-0.024584696,0.10054709,0.4679839,0.012268469,0.25981048
SRR3986092,0.42432675,-0.22617273,-0.058929034,0.48823678,0.16324368,-0.31464443,-0.69801885,-0.7619291,-0.2713579,0.40353754,-0.7701791,0.18349326,0.44438565,-0.23731765,0.33113706,0.6492881,0.046332482,0.03572336,-0.17454194,0.25835723,-0.9886505,-0.80905193,-0.10453954,0.02071932,1.2936052,0.15430209,0.014705263,0.4539158,0.093819946,0.8535775,0.4454447,1.0706939
SRR3986093,0.18902807,0.5791788,0.43354037,0.10193169,-0.00583168,0.52355653,-0.4022591,0.34454203,0.10378612,0.065263495,-0.89619327,0.3228742,0.2019549,0.16993909,0.35761267,0.10860848,-0.30471802,-0.3284522,-0.6803028,0.19315635,-0.4762674,-0.030606102,-0.071339905,0.85812324,-0.48106292,-0.07553367,0.5042007,0.5338634,0.20697962,-0.46173266,-0.39617246,-0.016979769
SRR3986094,-0.3185182,0.46079504,0.57140356,0.2260413,0.17565492,0.1051997,-0.89571404,-0.28217396,-0.30406344,0.51590043,-0.7733116,0.7153267,-0.18771578,0.702655,-0.48373565,0.26021096,0.06925238,-0.8110815,0.5390045,0.7603371,0.9106767,-0.35032937,-0.43044177,-0.010738078,-0.30801025,0.2694621,0.13524832,-0.20622662,-0.027616503,0.6293627,-0.59142345,0.42790014
SRR3986095,0.34268856,0.25346848,0.08959596,0.46903133,-0.02397098,0.008561161,0.015357589,-0.72496563,-0.42419463,0.3096337,-0.5591371,-0.021540865,0.1853434,-0.6515411,0.2852094,-0.0492431,-0.25184876,-0.2977444,0.38688594,0.93993866,0.14396499,-1.1132832,0.13130933,0.29616347,0.17023323,0.36001536,-0.04873177,0.6798328,0.38584617,0.7465003,0.33545113,0.101798855
SRR3986096,0.3522158,0.052406404,-0.18713115,0.5314955,-0.011044466,0.080337025,-0.9546039,-0.8756282,-0.7610138,-0.3892919,-0.6056575,0.47572178,-0.5065327,0.13824911,-0.43328553,0.23260207,0.32474983,0.051532976,0.31696197,0.75727874,0.31665707,0.40709502,0.037296925,0.07094887,0.7352598,0.0482367,0.2525404,0.8557126,-1.5047517,0.5425647,-0.23582675,0.31029093
