Run,0,1,2,3,4,5,6,7,8,9,10,11
SRR3986069,-1.2381951,0.7006009,1.1288588,2.6205373,-0.61054105,1.7239484,-1.8575909,-1.7878699,-1.014402,-1.8655585,-1.2879883,1.1101817
SRR3986070,-0.6859475,-0.27647638,1.699153,2.1195102,0.9201099,0.48581722,-1.3957599,-1.1956937,0.99540013,-1.6065575,-1.039722,1.4786843
SRR3986071,-2.3496087,0.031191472,1.4876783,3.0188816,-0.19787806,0.06864348,-1.1854782,-1.8364495,-1.073541,0.6258517,-1.6428814,0.8481775
SRR3986072,-2.2159522,0.7959224,1.5921265,3.1292162,-0.2579665,1.171298,-0.5430295,-0.8967613,-1.616559,-0.5051212,-1.3366144,0.78472674
SRR3986073,-0.020265128,-0.5136536,1.4290695,2.7914565,-0.7003815,0.12090535,-0.20146939,-0.49783438,-0.14965224,-0.006595146,-1.9831729,0.796985
SRR3986074,-1.821796,-0.71583253,1.3622502,2.1195054,-0.7995452,0.6554954,-2.7317636,-2.210815,0.3091648,-1.647993,-0.5262916,0.30609298
SRR3986075,-1.6352766,0.10416813,1.7990537,2.3068645,-0.6722475,0.54317254,-2.370935,-1.3555664,-0.3723434,-0.391244,-2.4425046,0.86199516
SRR3986077,-2.2698808,-0.80822986,1.1812397,2.7992167,0.09405185,0.034609877,-0.8277725,-1.644216,-1.335189,1.3587883,-1.5534976,0.90739465
SRR3986078,-2.0557246,-1.1947858,1.7476046,2.0107393,-0.18681054,0.82629037,-1.5671294,-1.3216681,-0.2749306,-1.0394797,-0.18980913,1.5863771
SRR3986079,-1.664552,-0.98655677,0.4714712,2.9953742,0.02260424,-0.67553896,-0.43733716,-1.5282087,-0.74906766,0.11024773,-1.9758723,1.6530166
SRR3986080,-1.0702819,0.6813637,1.9406039,1.2958437,-0.2506196,1.7849083,-2.54521,-0.48394603,0.019638248,-1.9009153,0.77111214,0.7828661
SRR3986081,-2.3594034,-0.13290279,2.4729586,1.6013474,0.7371744,0.18763374,-1.8167334,-1.8627956,-0.7415552,-1.4000409,0.22174451,0.8727809
SRR3986082,-1.8054647,0.16937977,1.7497538,2.2106729,0.069267064,0.19679038,-0.66422623,-2.337085,0.0210943,-0.7364173,-1.5902293,0.94750595
SRR3986083,-1.263925,0.5056626,1.0474281,3.4494314,0.19806862,0.30155253,-1.6003453,-2.3126633,-1.3251828,0.39078173,-1.1153666,1.2791172
SRR3986084,-2.3220332,0.14046778,1.8835734,2.8182774,0.24033862,0.81767994,-1.6379112,-1.9092488,-1.367293,0.5077108,-1.6821555,0.2750269
SRR3986085,-0.25837126,-1.1562653,0.5114672,2.1896029,1.0728635,-0.9338838,-0.54669183,-2.5575528,0.012840033,-0.75165904,-1.1269896,1.453207
SRR3986086,-1.7376511,-0.1299326,1.0338738,3.1313508,0.1770218,-0.09757911,-0.99417853,-1.817586,0.14179444,-0.17043713,-2.1461809,1.1493281
SRR3986087,-2.4291503,0.36135447,1.5113479,2.8621964,-0.46138495,0.7391157,-1.5168469,-1.3758036,-0.9371277,-0.63232034,-1.9770474,1.1087707
SRR3986088,-1.1262531,-0.4931845,1.8442793,2.0455236,0.01465659,0.060158722,-0.73505116,-2.7034178,-1.1304969,-0.02952994,-0.6010421,2.0344975
SRR3986089,0.3860601,1.8218989,1.8835465,1.5934652,0.34196496,1.9406693,-0.412048,-0.49504906,-2.2547228,0.4753592,-0.02988626,0.42910424
SRR3986090,-1.9153367,-0.40425014,1.4489032,1.9159868,0.2228479,-0.26425985,-1.2976971,-2.5709069,0.6040374,-0.98627025,-1.8079934,0.8233776
SRR3986091,-1.9625955,0.2671426,1.7552745,2.714752,-1.0939026,1.0632356,-1.2697988,-1.7572082,-0.84634954,-0.4197585,-2.5588262,0.23338239
SRR3986092,-1.4393318,-0.48743623,0.74622184,2.7182693,0.49872404,-0.38866097,-0.8635281,-2.4705467,0.13476375,-0.9283101,-2.0439622,0.70068616
SRR3986093,-2.4836485,0.71071595,1.2298073,2.460152,0.43482387,-0.6242307,-1.4167858,-0.7913162,-0.85086405,1.1570487,-0.549634,1.033466
SRR3986094,-1.5826507,-0.11046764,1.5578465,1.7196212,1.3595839,1.6236963,0.22729526,-1.4677223,-1.9313548,-0.57133436,-0.10077469,1.3574135
SRR3986095,-1.2320132,-1.6513617,0.4279607,2.9659016,0.55446863,-0.23877518,-1.0236548,-1.6703899,0.14206126,-0.12007995,-2.4567056,0.90224206
SRR3986096,-1.7661862,-1.4713451,0.9389076,2.0862572,0.0005603228,1.145324,-0.7011782,-2.163469,-0.89447576,-1.1033145,-1.1239576,1.2317477
SRR3986097,-1.0233465,0.62374103,2.5388632,1.9372913,-1.5309246,1.8079089,-1.1296285,-2.4043913,-1.252877,-1.376477,0.5998151,0.14885032
SRR3986098,-1.1354749,1.141374,1.5956196,3.0711205,0.36606538,0.73105705,-1.1563078,-1.7280891,-1.5958306,0.23623289,-2.0566964,0.25267
SRR3986099,-0.7948843,-1.491307,0.66195464,3.0252602,0.5127588,-0.16415526,-0.6660935,-1.4563442,-1.2250898,0.21816987,-2.3270204,0.81381285
SRR3986100,-3.0886605,0.24146159,1.0862992,2.12269,0.8073226,0.96811426,-0.55506617,-1.7461405,-0.8707178,0.62499857,-0.8470005,0.22148347
SRR3986101,-2.35673,0.49148738,1.5933769,2.5760705,0.21172294,1.1479881,-0.62266356,-1.0726489,-1.9562374,-0.16462,-1.4575158,1.054013
SRR3986102,-1.1389828,0.3399439,1.9320295,2.38998,1.3030629,0.4969387,-1.3477498,-2.2571316,-1.6943699,0.9855186,0.2992828,1.1482134
SRR3986103,-0.5671658,0.020298524,1.0614101,3.306606,0.43320724,1.0073558,-0.855664,-2.503815,-0.9524928,0.07552953,-0.93528837,1.5016195
SRR3986105,-0.5445387,-0.4960205,1.5461389,1.6592723,0.86636454,-0.68796587,-1.2094415,-0.069140874,-0.35497084,-1.4286164,-0.5249955,1.9244596
SRR3986106,-0.29007143,0.14544967,2.8680787,1.6168398,-0.15225506,-0.053893745,-0.71997154,-1.8053195,-0.8151405,0.38453412,-2.0407267,0.12123254
SRR3986107,-1.4421903,1.4713806,2.0729961,2.790531,-0.42900395,1.3856928,-1.4474978,-1.0484736,-2.4268315,-0.12563133,-0.6685323,0.43676245
SRR3986108,-0.553294,-0.5453607,0.025539383,2.824934,0.46909314,-0.429907,-0.30399856,-1.6837448,-0.81742656,-0.7023514,-2.3084643,1.8047222
SRR3986109,-1.2164289,-1.0395422,0.45426518,2.7336888,0.37075922,-0.5086881,-1.0404058,-1.9525266,0.5348741,-1.0456413,-2.2433324,1.2134316
SRR3986110,-1.9430631,1.3250118,1.4257691,2.9846373,-0.75790024,1.1205405,-1.2101266,-0.76706237,-1.3117613,-0.6118072,-1.6257719,1.4340879
SRR3986111,-0.22279444,-1.694998,-0.25368482,2.2787952,0.46543244,-0.5562147,-0.5000299,-1.648134,0.40294105,-1.8001056,-1.9269129,1.5095261
SRR3986114,-2.1839232,0.972142,1.2995411,2.889593,-0.6367182,1.336222,-1.0684886,-1.5791162,-1.0903903,-0.17701907,0.4939826,0.9561726
SRR3986115,-1.091699,-0.3424772,1.060246,2.21892,0.14041407,0.35818663,-1.549856,-1.9037323,-2.6293395,1.9837074,-0.54428905,1.1080568
SRR3986120,-0.74157804,-0.34212905,0.93029886,2.597766,-0.1158337,0.6363686,-1.9892015,-1.3233116,-0.66831243,0.3493124,-0.8854379,2.438839
SRR3986122,-0.2829068,1.722152,2.1813288,1.817131,0.04822824,1.3458711,-2.3397915,-2.2310913,-1.0851986,0.69368935,1.90838,-1.9182705
SRR3986123,0.061649285,2.2072396,1.8353906,1.019996,0.87111026,1.47806,-1.2634203,-1.5235801,-2.273319,1.0533823,1.6456827,-1.1884032
SRR3986125,0.32019433,1.3502274,1.646727,1.5842495,1.1311502,1.0372337,-0.8709948,-2.3910246,-1.9166821,1.9343984,1.6051229,-1.047776
SRR3986126,0.5354506,0.57274914,1.5751303,2.1168087,1.726942,0.56534624,-1.218537,-2.28084,-1.3954012,1.646556,1.3372093,-1.3620497
SRR3986128,0.67796105,0.82002753,1.7579796,1.7764667,1.4658908,0.62463635,-1.0239558,-2.8087637,-1.3446608,1.8552076,1.4815071,-1.3056408
SRR3986130,-0.5245094,1.9222873,2.5792665,1.1744509,1.1577605,1.0043193,-1.0935558,-2.2430768,-1.5514102,0.3511817,0.7025256,-1.8698909
SRR3986131,0.19700113,0.59112775,1.4358139,1.6822138,1.4415978,-0.25592592,-0.92001456,-2.5190873,-1.0458212,1.781968,1.662727,-1.1810588
SRR3986132,0.403355,0.43105596,1.604889,1.4464562,1.6508591,0.44128093,-1.31149,-2.6802928,-1.6014425,0.9161969,2.1064363,-1.5831376
SRR3986133,0.42394644,0.5411563,1.8584161,1.3622211,1.5329624,0.35917887,-1.0979019,-2.8591673,-1.4626155,1.1980746,2.0007114,-1.7383796
SRR3986134,0.4507842,0.9942576,1.8884819,1.7544972,1.663643,0.7187349,-1.2012156,-2.6292315,-1.3171127,1.7199644,1.7301214,-1.3533417
SRR3986135,0.38740593,0.969875,1.97237,1.4305062,1.2555,0.621104,-1.001964,-2.9701834,-1.4524354,1.2130814,1.7320507,-1.8487004
SRR3986137,1.273112,0.7927408,1.9096429,1.2866358,1.1996405,0.5097601,-1.4169325,-2.3860087,-0.97814643,1.6459199,1.556624,-1.3297685
SRR3986138,0.4101273,0.6004267,1.8398614,1.6198794,1.5373967,0.6755649,-0.83898646,-3.0073218,-1.1343722,1.7562516,1.6469427,-1.4679667
SRR3986139,-0.12944648,0.22655174,2.4106288,1.4890229,1.5643572,0.018325794,-0.44307268,-2.8180861,-1.052927,2.2871659,0.6580944,-0.5678483
SRR3986140,0.42023394,1.3789107,1.8953241,1.2364863,1.0325512,0.9495289,-1.5936159,-2.1814458,-1.5855088,1.123357,1.9352233,-1.9735808
SRR3986141,0.5736215,0.65176755,1.4219136,1.3312391,1.4453461,0.89271474,-1.1335906,-2.5799475,-1.0140138,1.4709067,1.7900207,-1.8736374
SRR3986142,0.5087925,0.7018672,1.9925009,2.0853283,1.73337,0.5316408,-1.4692855,-2.5270417,-1.3773513,1.9560668,1.2932099,-0.93151605
SRR3986143,0.25752944,0.7519925,1.6750163,1.6649444,1.4705565,0.3319193,-1.07484,-2.61887,-1.7623546,1.569831,1.3746156,-1.5673777
SRR3986144,0.5204631,0.22084233,1.972967,1.8711469,1.6778812,0.4203233,-1.0647691,-2.6739275,-1.2875375,2.0489426,1.1941402,-1.070614
SRR3986145,0.3114104,1.192145,1.9261396,1.4309069,1.5069616,0.6937545,-0.96126395,-2.6348846,-1.4541855,1.3950132,1.6306566,-1.8840736
SRR3986148,0.3306222,0.88718224,2.079534,1.4041522,1.7658752,0.7041486,-0.7858027,-2.7095761,-1.4285923,1.6918808,1.5100213,-1.4044536
SRR3986149,0.5337172,0.8960626,1.770143,1.7130709,1.5853324,0.29157567,-1.1936893,-2.9593208,-1.060231,1.3586771,1.3675213,-1.6404762
SRR3986150,0.6918647,0.44450325,2.2978363,1.7441957,1.7141867,0.16413696,-1.2953517,-2.480898,-1.1341566,1.466878,1.0318047,-1.7659898
SRR3986152,0.5656232,0.62747353,1.7573675,1.536002,1.581,0.9179689,-1.187398,-2.7392497,-0.69270957,1.2996981,1.8845469,-1.675597
SRR3986156,0.49411738,1.3866025,1.7835597,1.0384446,1.1103257,0.74474865,-1.3096694,-2.3321557,-2.182831,0.7327023,1.9859773,-1.6363493
SRR3986157,0.5430824,0.66090274,1.7938199,1.580651,1.4867116,0.62485546,-1.1747161,-2.746754,-1.5588193,1.4481627,1.9413482,-1.4913503
SRR3986158,1.3657477,-0.2798682,1.7157211,1.0498167,1.9000715,0.07308889,-0.82988507,-2.746151,-0.4125878,0.948326,2.036898,-1.404434
SRR3986159,0.2193901,1.9757677,1.8655437,1.2326609,0.8727377,1.0387944,-1.5299114,-1.9026585,-2.0290432,1.0360165,1.966232,-1.5552914
SRR3986161,0.45894855,0.9415414,1.9410027,1.7164528,1.6286525,1.1064384,-1.2459733,-2.5419888,-0.68631023,1.5567523,1.2515042,-1.9169258
SRR3986163,0.5529849,0.88687766,1.8498467,1.9451901,1.5979708,0.69889235,-1.1401615,-2.823704,-1.2547939,1.7471651,1.3769413,-1.4299606
SRR3986164,0.22206876,1.1109682,1.3720973,1.4582362,1.6373743,0.76803386,-0.9570078,-2.4616892,-1.7371042,1.4456344,1.5617338,-1.7081859
SRR3986165,1.021476,0.34060502,1.8995926,1.5321863,1.6194615,0.053465955,-1.5037746,-2.4745982,-1.0726519,1.3308058,1.9587828,-1.269331
SRR3986166,0.28203157,1.1152002,2.078546,1.4456298,1.4151969,0.8140472,-1.006945,-2.766988,-1.3722152,1.2921932,1.5636585,-2.0071695
SRR3986167,-0.04983378,0.46374422,2.20224,1.7690017,1.5553955,0.9238577,-0.9233385,-3.3849869,-1.3626473,1.4325149,0.3785972,-1.0822152
SRR3986168,0.6849101,0.78303343,1.9533323,1.8452479,1.6658663,0.6939904,-1.2658117,-2.2785363,-1.1744934,1.7783883,1.501502,-1.4257507
SRR3986169,-0.17385817,1.228883,2.082982,1.4713513,0.8231022,1.0089198,-0.69337636,-1.9814662,-1.8282528,1.4553697,1.5744835,-1.9162198
SRR3986170,0.32673946,0.74135804,1.9738699,1.2971721,1.6171277,0.6548602,-1.016746,-2.8417687,-1.4990261,1.3856806,1.6999726,-1.6525977
SRR3986171,0.6109143,1.2300915,1.5583065,1.5862546,1.0787792,0.60303754,-1.2474551,-1.8906858,-1.7042714,1.4447993,1.8964995,-1.8055108
SRR3986172,0.39627644,1.1870879,1.7740562,1.8639705,1.4219706,0.763593,-1.2505877,-2.3656387,-1.5243618,1.5822448,1.8652359,-1.4072919
SRR3986173,0.53038675,0.532938,2.2195816,1.5453444,1.6356403,0.3498413,-1.005822,-2.8510664,-1.3328836,1.7248763,1.6733146,-1.0922393
SRR3986174,0.43996263,0.99797624,1.841423,1.5934888,1.5661112,0.5260077,-1.2276018,-2.8130617,-1.239317,1.32377,1.8510851,-1.7254633
SRR3986175,0.23883459,1.3907144,2.1140246,1.2472141,1.3536626,1.05444,-1.4894451,-1.7194655,-1.7959919,0.85770625,1.9495108,-1.630675
SRR3986176,0.50687754,0.76431865,1.6287692,2.2391977,1.5796441,0.55736935,-0.9768423,-2.5935454,-0.9750927,1.8362112,1.2611427,-1.4499707
SRR3986177,0.16192213,0.63662213,2.5171857,1.6297113,1.9909467,0.5848814,-1.1200271,-2.8898067,-1.2806537,1.2310216,0.5784283,-1.4917169
SRR3986178,-0.16198403,0.71897423,1.9822608,1.2984146,1.1175399,0.43367574,-1.3711432,-3.0396311,-1.4385775,0.9870425,1.4627057,-2.048371
SRR3986179,0.3007843,0.36698943,1.8999283,1.6009777,1.8774731,0.616226,-0.8305304,-2.8948703,-1.4798778,1.6872504,1.6217638,-0.96435225
SRR3986180,0.46812147,0.7819383,1.5764114,1.8827446,1.5817436,0.3777259,-1.566607,-2.343504,-1.0130169,1.4483632,1.5692546,-1.7418941
SRR3986181,0.2782163,1.2761195,1.8394254,1.4442431,1.2164658,0.99441016,-1.1496881,-2.5606894,-1.5071295,1.3330529,2.0405993,-1.7688683
SRR3986182,0.72194254,0.83228564,1.9027877,1.8037655,1.5828373,0.3612272,-1.4092841,-2.6200497,-1.456238,1.2872218,1.6157473,-1.5139394
SRR3986183,0.27377164,1.2010796,1.770636,1.5172698,1.4742299,0.8084031,-1.1643293,-2.4359834,-1.31904,1.5539484,1.7375282,-1.7666295
SRR3986184,0.5071513,1.0836284,1.7905273,2.0263412,1.1724097,-0.095166765,-0.95782465,-2.6831236,-1.5178933,0.8132807,1.745271,-1.0889481
SRR3986186,0.71436024,0.70316243,1.8617244,1.6773139,1.6523733,0.782005,-1.2204148,-2.7204292,-1.0476897,1.4269328,1.8767201,-1.5264642
SRR3986188,0.05241248,0.7931733,2.1768026,2.1644764,1.8084967,1.061161,-1.5454944,-2.8965933,-0.60562146,0.8092185,0.6318862,-1.8324326
SRR3986189,0.73219496,0.025550148,1.8087444,1.4586397,1.8274615,-0.027023917,-1.2446266,-2.8046489,-1.1421076,1.2960687,1.7499747,-1.450427
SRR3986190,0.3516069,1.1616261,2.3278322,2.0596101,1.3277445,0.9460644,-1.0965753,-2.705898,-1.1895064,1.4916191,1.1309217,-1.4115418
SRR3986192,0.31965852,1.0109129,1.627495,1.9834341,1.6187643,0.3784462,-1.0834394,-2.7299414,-1.2660227,1.3337963,1.4288056,-1.4542903
SRR3986193,0.2265121,1.462597,1.9020048,1.4531837,1.1132109,1.0570517,-0.9349901,-2.250919,-1.6975679,1.3054953,1.9577574,-1.657225
SRR3986194,0.7486722,0.8724578,1.9044563,1.6192069,1.3749675,0.71739775,-1.2194418,-2.6027043,-1.447702,1.4084618,1.4765588,-1.7827604
SRR3986195,-0.09026913,1.4381788,2.0965657,1.3443261,1.0710489,1.1009305,-1.9791968,-2.3965504,-0.76396555,0.11921339,1.4887443,-2.4455183
SRR3986196,0.545438,0.9193839,1.9229163,1.7649782,1.5847439,0.62775487,-1.0540233,-2.5895517,-1.2452477,1.6513745,1.6250049,-1.3047813
SRR3986198,0.8636388,0.6290607,1.7815783,1.6100377,1.6847831,0.6534106,-1.1962569,-2.8231611,-1.2268386,1.3101593,1.5645618,-1.5834109
SRR3986199,0.5440946,0.5045182,1.7630668,1.6719928,1.5448056,0.73419356,-1.0277786,-2.5887668,-1.1181433,1.8015046,1.7131325,-1.4844893
SRR3986201,0.510333,0.8854598,2.1426988,1.7256979,1.60921,0.67877775,-1.0268346,-2.8344285,-1.3510305,1.5045842,1.2028291,-1.5131913
SRR3986202,0.647026,0.74543303,1.8156623,1.8065428,1.4768867,0.5991867,-1.1928103,-2.8230846,-1.5837837,1.6541967,1.5635502,-1.3638737
SRR3986203,0.36884907,0.30453974,2.0899987,1.1193451,1.417995,0.46366355,-0.66018105,-3.064504,-0.90556365,1.3531595,1.5134923,-1.7953584
SRR3986204,0.14091066,1.4052712,1.4480798,1.8295395,1.5412036,0.9803339,-1.6294135,-1.9572716,-1.327334,0.996014,1.2142118,-1.9786428
SRR3986205,0.41600248,0.734435,2.016368,1.6229203,1.3713819,0.6110623,-1.2787405,-2.678458,-1.3024538,1.5392891,1.8001082,-1.6008164
SRR3986206,1.4201005,-0.17940517,1.8646129,1.0487113,2.112492,0.20410915,-0.9086839,-2.6113174,-0.69450575,1.1932566,1.9238061,-1.2329601
SRR3986207,0.615476,0.9554304,1.6795557,1.653349,1.5685048,0.79941034,-1.2344772,-2.693857,-1.1180271,1.6434085,1.7115868,-1.7235683
SRR3986208,0.82124585,0.5859971,1.7093619,1.720682,1.7099656,0.5325514,-1.1857014,-2.8069887,-1.3234795,1.5291202,1.5857841,-1.4782133
SRR3986209,0.55704635,0.9943486,1.777413,1.8478125,1.5747254,0.48143858,-1.4318511,-2.8835292,-0.8326933,1.1928,0.6507587,-2.0509214
SRR3986210,0.572213,0.7068426,2.1052527,1.4117113,1.485126,0.4595305,-0.97442997,-2.501929,-1.3978363,1.3949656,1.7374758,-1.7977093
SRR3986211,0.66134787,0.9135412,1.6806796,1.5761524,1.3655189,0.379093,-0.9981986,-2.8584914,-1.4142103,1.4462363,1.6478382,-1.8102999
SRR3986212,-1.2310103,1.372568,1.0290095,1.4087249,-0.7935929,1.0885257,-1.6037512,-2.068285,-2.505485,0.02726245,1.3258398,-0.8368221
SRR3986215,0.9912782,0.18109737,1.5642262,1.4952384,1.8250637,0.670178,-1.2052484,-2.2795072,-1.7104566,1.1724384,1.9173838,-1.0216608
SRR3986216,0.55101526,1.0738573,1.7005444,1.6929399,1.7000611,0.541934,-1.4058114,-2.4325328,-1.4214078,1.2382783,1.5580981,-1.756979
SRR5353377,-0.2697938,-0.03748984,-0.99649864,2.297668,0.55887085,-1.6737331,-0.06380291,-1.282746,0.27604905,-0.5805965,-1.3057349,1.5030947
SRR5353378,-1.8304981,-0.3381405,-2.1795735,0.6340538,-2.8591094,-1.3021871,-0.42240867,-1.7327535,-0.22885719,-0.58141506,-1.3643699,0.47214648
SRR5353379,-1.3084748,0.5726946,-0.706153,2.390727,-1.062566,-0.7293073,0.044778273,-1.6285297,-0.72170043,-1.0533993,-2.3420634,1.5420887
SRR5353380,-1.4883107,0.15923268,-2.840303,-0.26358712,-1.9978982,-2.283914,-0.35546932,-1.0403534,-0.55033183,-1.2923448,-1.6088382,0.32194698
SRR5353381,-1.0769176,-0.7404568,-1.6133878,2.084716,-0.5341045,-1.7329189,0.48559678,-1.0183167,-0.743682,-0.4756133,-2.498714,1.5332611
SRR5353382,-1.9479185,0.68464553,-1.270806,1.7511728,-2.050186,-1.4942963,-0.3469626,-0.790408,-1.2343597,0.22533208,-1.4823854,2.1647348
SRR5353383,-1.3204569,-0.32410103,-1.8244396,1.7385572,-1.6506696,-2.1300056,0.22098698,-0.51486796,-0.8348361,-0.03071637,-1.9114398,1.7052182
SRR5353384,-0.0047866553,-0.4830134,-1.9306481,0.56240064,-0.38297713,-2.1780944,0.38928676,1.0624267,-1.0027481,-0.80085677,-1.9816949,1.8340002
SRR5353385,-0.8451394,-0.3955235,-1.8682159,1.1001382,-1.0749658,-2.193808,-0.57246476,-1.8824404,-0.35406482,-0.50930154,-0.93242854,1.3381757
