Run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
SRR3986057,0.041043505,0.123327285,0.07759326,-0.2577868,-0.43678933,0.17404869,-0.2516792,-0.15472993,-0.09387271,-0.076757304,-0.0034519087,0.013922483,-0.20723173,0.092777066,0.011076407,0.09405396,0.09104438,0.044247396,-0.037242547,-0.06516089,-0.05405091,-0.19332998,0.12202576,-0.11877446,-0.28231493,0.014308477,0.12062098,0.10123718,-0.07844281,0.16976468,0.046359506,0.13021997,-0.18123953,0.005244585,-0.019459497,-0.048881926,0.08989773,-0.06846313,-0.25855228,-0.032401312,-0.10491603,0.0060909432,0.016574569,-0.07944721,0.04802497,0.13891235,0.12692143,0.134385,-0.16155708,-0.13147306
SRR3986058,-0.10443493,0.041230153,0.16596171,-0.34146523,-0.2559702,0.2511759,-0.20899779,-0.22088145,-0.09993683,-0.08853146,-0.04346451,0.054223616,-0.11389603,-0.011339195,0.13002512,0.15715903,0.24032068,-0.12052065,-0.08076982,-0.09190417,0.0023097268,-0.30595532,0.01833429,0.05601682,-0.013312083,-0.18430635,0.15273145,0.12786976,-0.033254057,0.113995135,-0.027130956,0.17434056,-0.12787236,-0.12607163,-0.08072358,-0.19828658,0.14106987,-0.08734206,-0.108135335,-0.087110475,0.004175248,0.10215385,-0.097083464,0.13546449,0.11614718,0.040404726,-0.018314632,-0.05270672,-0.21278733,0.0022789065
SRR3986059,0.03251004,0.13553338,0.063985884,-0.27647972,-0.33741382,0.23029193,-0.3163863,-0.1741422,-0.072232306,-0.02710739,-0.024091834,-0.04067477,-0.30913755,-0.08706444,0.06656605,0.078527085,0.16689453,-0.062070582,-0.13175824,0.031216672,-0.092631795,-0.13897575,0.037796628,-0.075061925,-0.2254638,-0.052558947,0.031076528,0.3187603,-0.08603077,0.1415417,-0.073132806,0.16074806,-0.12438024,-0.031218227,0.006937124,-0.06039336,0.12861398,-0.037719503,-0.17860726,0.010175637,-0.23172274,-0.050449654,0.029743414,-0.056153715,0.071551345,0.06408487,0.11498513,0.1256902,-0.22908491,-0.16181877
SRR3986060,-0.15115023,-0.0058483747,0.48005235,-0.656019,-0.5761048,0.26701388,-0.6481009,-0.05125224,0.10385058,-0.20662907,-0.010126267,-0.6577229,-0.5152588,-0.8559011,0.33674613,0.17345415,0.55198604,-0.5348005,0.38637057,-0.07418882,0.028582219,0.07344967,0.09604545,-0.03319752,0.49046645,-0.578715,0.37448448,0.53731436,-0.2762729,-0.036134474,-0.4808736,0.00971318,0.5820577,0.038408186,-0.060874023,0.036234595,0.046163753,-0.780919,0.18089063,0.46057463,0.029683882,-0.021550853,-0.0125842905,0.38532323,0.5036559,-0.32415262,-0.40044886,0.102362655,-0.32670972,-0.23080495
SRR3986061,-0.51229626,0.3115432,1.1537952,-0.29567844,-0.15616569,0.79833233,-0.85512733,0.7859967,0.20378515,-1.0065049,-0.06202719,0.14227553,0.1218415,-1.4429888,-0.36927196,-0.23365465,-0.1865705,-1.3835895,-0.19810115,-0.021181755,0.40706924,0.48660105,-0.08381999,-0.023830522,0.22991306,-0.62290263,-0.18600439,0.5832503,-0.51564115,0.090257876,-0.7890289,1.1326641,-0.079214334,-0.35451525,-0.4651009,-0.12855554,-0.16001897,-1.3516071,1.1543028,0.6822415,0.22087719,0.12885141,-0.50703007,0.536425,0.53183734,0.3924826,-0.013626941,-0.61236966,-0.87184554,0.22280681
SRR3986062,-0.33680636,-0.028619498,0.7767016,0.14618474,0.365979,0.6691145,-0.5850323,-0.23255207,-0.4375723,0.008525823,-0.1612479,-0.21857406,0.03402531,-1.2215925,-0.41285592,0.03457562,0.0104594175,-0.6220309,-0.48454598,0.38443732,-0.07676182,0.51085955,-0.54582137,-0.16728647,0.26712486,-0.41843718,-0.046546128,0.39415976,-0.37553233,-0.488289,-0.6848411,0.5622272,0.53624856,-0.26621696,-0.22642593,0.20207673,-0.23969026,-0.8368426,0.4277864,0.084694386,0.24020427,0.2021169,-0.16272351,0.0999161,0.4418517,-0.081403226,-0.67754614,0.34804428,-0.85282826,-0.4971586
SRR3986063,-0.014137201,-0.20878041,0.39567208,0.11499505,-0.18855417,0.62918955,-0.8124895,0.0005147141,-0.123095915,-0.4958529,-0.2518438,-0.39991546,-0.057079967,-1.038345,-0.04549573,-0.24905433,0.24216188,-0.88578093,-0.20607346,0.46976885,0.56076914,-0.22631668,-0.1607467,0.059579197,-0.05004223,-0.15229884,-0.27717113,0.59695405,-0.46973082,-0.087976046,-0.3485455,0.35900182,0.057802763,-0.34383717,-0.39845932,-0.07947439,0.12487354,-1.0137233,0.10803785,0.087855086,0.18337095,0.12144252,-0.4785179,-0.095931284,0.22303082,0.43247396,-0.3504772,0.07468312,-0.5802084,-0.57559824
SRR3986064,0.01735683,-0.61039555,0.7185937,-0.5126985,-0.4961491,0.48449525,-0.44167513,-0.20850597,0.14228699,-0.37421894,0.15037887,-0.7540066,-0.41166213,-0.7893638,0.16227587,-0.12699714,0.7154707,-0.47137862,0.22861919,0.413529,0.33698493,0.049433764,0.035406902,0.17755121,0.3958826,-0.34119257,0.1265145,0.47526738,-0.20967634,-0.063161545,-0.47705996,-0.07626735,0.28511274,0.14235489,0.27657196,-0.39852035,-0.049296573,-0.74768096,0.4321099,0.50682974,0.35917315,-0.25562936,-0.14499095,0.47756273,0.5797602,-0.00467097,0.073479824,0.17199215,-0.33487892,-0.3133167
SRR3986065,-0.71870196,-0.16459006,0.94231313,-1.0934759,-0.5329339,-0.5666102,-0.36517522,-0.47503603,-0.29417184,-0.87238973,0.48390394,-1.0614555,0.12129392,-0.49891838,-0.17532745,-0.9911153,0.84935254,-0.72026664,0.49150383,-0.2920734,0.14447536,0.3358056,1.1260837,0.4019827,1.0330241,-1.2037237,-0.065043055,0.086286016,-0.20248005,-0.72987974,-0.9096741,-0.1414534,1.4843849,-0.98652726,0.3576519,0.112208545,-0.48706803,-1.4098859,1.2877028,0.55610985,0.23417711,0.21932076,-0.45724607,0.8901022,0.80574554,-0.32094082,-0.4073465,-0.05420166,-0.48990828,-0.5773675
SRR3986066,-0.0082883565,0.046824753,0.12731095,-0.27068123,-0.31410933,0.27591598,-0.33089772,-0.112319805,-0.13937259,-0.11884399,-0.1096882,-0.1436962,-0.22531426,-0.26712573,0.03432161,0.054401092,0.28976718,-0.1557245,-0.029364748,0.093897186,-0.014397875,-0.057783697,0.03683705,-0.10408442,-0.03067648,-0.1486564,0.1805505,0.24646479,-0.04177217,0.035630867,-0.07260613,0.19800381,-0.043040257,-0.06334917,-0.0295477,-0.052100316,0.24729313,-0.2007982,-0.09900033,0.12376395,-0.08258036,-0.016446255,-0.042610828,0.045223467,0.17357758,0.18743242,0.020066248,0.11701853,-0.20519672,-0.24810389
SRR3986067,-0.4135994,-0.1737343,0.57339776,-0.7569658,-0.39444974,0.48427814,-0.1524564,-0.03501795,-0.12116601,-0.020781487,0.19283071,-0.7225348,-0.5596164,-1.0603138,-0.08315279,0.18397982,0.24202496,-0.5757368,0.41108418,0.287925,0.19651565,0.5256094,0.11358236,-0.14397383,0.5092785,-0.4555023,0.13762939,-0.18392603,-0.5701134,0.23267692,-0.29449672,0.24429755,0.41996565,-0.082787655,-0.005111384,-0.15023762,-0.63901836,-0.5240295,1.1920309,-0.03183596,-0.17058857,-0.26842505,0.3743783,0.6436442,0.45650482,-0.28805658,-0.5790672,0.060702357,-0.35816848,-0.107463256
SRR3986068,0.07164994,0.014680627,0.46586528,-0.63895375,-0.36093986,0.4845465,-0.3805605,0.03602679,-0.22226107,-0.17931671,0.09274446,-0.44686124,-0.32762,-0.8860863,0.09569667,0.20221326,0.5954627,-0.7935099,-0.32695386,0.022241518,-0.10453331,-0.06765532,-0.13364844,0.17540215,0.43944722,-0.5663953,0.2466,0.36157873,-0.36726764,0.2203829,-0.53836083,0.4564166,0.12584567,-0.3939856,-0.24287577,0.32048607,0.035067167,-0.92271805,0.6574747,0.15794557,0.068810165,0.24577585,-0.2747744,0.5223491,0.5180754,0.0722072,-0.48976454,-0.17288277,-0.62272656,-0.33872533
SRR3986069,0.14189495,0.118029796,0.3559641,-0.29036173,-0.23240036,0.4325483,-0.4052687,-0.21081538,-0.015815912,-0.16426185,0.27331662,-0.44583604,-0.27445352,-0.69862753,-0.1047119,0.10175962,0.29666874,-0.41213012,-0.072652884,0.41504362,0.11892274,-0.06859792,0.115147434,-0.057241395,0.043751657,-0.15645449,0.03691898,0.4573394,-0.22877882,-0.101207525,-0.33854362,0.26930946,0.21395922,-0.20427251,0.0690131,-0.17165755,0.05529221,-0.5139869,0.042783666,0.32205158,0.18744457,-0.24047908,0.0123255495,0.18796632,0.3400254,0.2049427,-0.3736017,-0.008472104,-0.31059718,-0.51441616
SRR3986070,-0.24851257,-0.14361238,0.6106522,-0.24703757,0.45316043,0.7350145,0.29344803,0.5487101,0.022526305,-0.68876123,0.5151708,-0.030617677,-0.26617882,-1.1413387,0.36429253,-0.49931967,0.16127762,-1.3435123,-0.1261982,-0.5000501,0.1744253,0.5086678,0.27588853,-0.16371512,0.7631315,-1.1530206,0.39742225,0.36263788,-0.11015442,-0.32634437,-0.6502069,0.76368976,0.6396039,-0.09788526,-0.090996586,-0.38420507,-0.6978654,-0.87511337,1.120937,0.37520465,-0.15665025,-0.21560185,-0.13418125,0.0038622953,0.52728254,0.914574,-0.44392487,0.31901357,-0.55630946,0.30269638
SRR3986071,0.030921226,0.09537289,0.6392961,-0.24413434,-0.14129329,0.6558504,0.14434005,0.25823396,-0.299878,-0.11699548,0.17007293,-0.33013195,0.2926689,-0.9223484,-0.42700997,0.09397934,1.0169053,-1.6182704,0.13723296,0.53741354,0.3831357,-0.46850216,-0.06959111,0.561925,0.49308342,-1.1825901,-0.043251205,0.93400234,-0.2464499,-0.08938737,-0.93997705,0.32225084,0.67169183,-0.104658104,-0.5147635,-0.7819358,0.24365933,-1.0142957,0.88624,-0.21289346,-0.14819393,-0.14491688,0.13604829,0.57537985,0.8088638,0.08193383,-0.6387539,0.5482165,-0.7431479,-0.7353905
