Run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
SRR3986037,-2.2877553,-0.25150934,0.21673255,-0.06412258,-4.2296653,-3.6840334,-1.3429519,-1.2552203,0.48477125,-0.9588132,1.9680803,0.62345165,2.9691257,0.94691026,-2.6133628,1.3150038,1.3034794,0.737463,-0.3096903,-1.2490126,-4.5684395,-0.3445477,0.1011602,-3.6255293,1.1514052,-3.2365453,0.35439226,0.24644801,-1.5313861,-1.143028,-1.5709834,-1.3315423
SRR3986038,-2.275698,-0.12805367,2.2139962,-2.2875936,0.9520141,1.5704317,-2.666106,0.96445894,4.470924,-3.100856,-1.9117084,-0.15146405,0.30647472,-0.20857844,-3.8737423,0.28941727,0.55643135,-0.37192303,-0.5938777,-1.5605828,-5.0592475,-3.628829,0.96597993,1.2958741,-1.4585901,-1.5889815,0.37986293,-2.5939956,-0.112667926,-3.3635323,-0.95970666,-0.3995136
SRR3986039,-0.55326194,-1.1966422,-0.7022136,-0.15142055,0.4634444,-1.5135077,-0.44961998,0.71962863,-1.045497,-1.501836,-0.43018815,1.4293488,0.29761422,1.1418517,-2.9712093,0.33456436,0.6058439,0.88738704,-0.5269034,0.4692679,-4.4018254,1.1018671,0.66003,-1.1430703,-0.74815434,-1.2529645,-0.9579637,-1.6544074,-4.8192987,-2.7246644,-0.6708896,-1.2326685
SRR3986041,2.0807695,0.6166468,-1.5596652,-0.28409287,0.37771288,-1.3800806,-1.7662374,-0.85434264,1.351595,0.8308529,-1.1602308,1.6858927,-0.8682626,-0.3593477,-1.2694845,-0.7034079,0.099312685,-0.2424149,-0.7698097,-3.0948095,-1.5069686,-1.4482405,-0.8211056,-3.1508026,-0.03193104,-1.7934059,0.113974825,1.0723919,-1.6651583,-3.433082,-0.71687,-1.777959
SRR3986042,-0.42723307,-1.5280893,0.090646245,0.92070705,2.0060904,-2.175481,-6.1338134,1.5346445,-0.458667,0.22270118,1.5235147,-1.3065095,0.085091576,-1.6170263,-4.053235,-0.71021795,0.73624593,1.2083868,0.0021280304,-1.2292217,-0.77235574,0.6778516,0.4015402,-3.4411812,-0.6890587,-3.6089,-0.24537733,0.57761973,-0.12007609,-3.8695092,0.30979806,0.6630846
SRR3986043,2.8642206,0.805147,-4.5658946,-0.97613037,-0.3281175,2.9395838,-4.435658,-0.4908525,0.28016555,-3.549394,1.0890292,0.4619922,0.076386586,-0.30675578,-0.74861354,-2.705975,1.3360789,-0.11242557,-0.323288,-5.6003394,-0.23143718,3.8170419,0.21908554,-4.256208,0.88442266,-2.896003,2.2898328,-1.4616451,0.007659383,-5.2811675,-0.5335879,0.6187742
SRR3986044,1.6901417,-2.9093277,-1.9488676,-1.3682656,-0.2647599,-8.801089,-2.7963555,-2.0747664,0.6846636,0.55194926,-7.1579585,5.4717665,-0.3051093,-1.102097,0.100368656,-0.060749445,0.1075111,0.18191239,0.26986024,0.124458805,1.1391789,-0.50817406,2.3512194,0.34234133,1.2558943,-1.868266,1.6344184,-0.4797164,-1.750399,-2.7398808,-0.042372715,-4.3851833
SRR3986046,-1.0558244,0.19722174,-2.0717762,0.9871232,-0.19085898,-2.037737,-2.0895948,0.098054275,0.693348,-1.9247072,-2.1320324,-1.3855473,-0.54757184,-0.14597453,-2.6670616,-1.3938198,0.22028278,0.7929497,0.02251112,-0.39338586,0.16071299,-1.0122524,0.4898335,-1.1732358,-0.6266425,-0.64400136,-0.3270455,1.8283439,-1.8937637,-1.3981949,-0.9885634,1.0854478
SRR3986047,0.28984997,1.4337687,-2.1340878,-0.75080186,1.977003,-1.9174452,-3.9065914,-1.4300417,-2.8210573,-1.3770512,-2.0978453,-4.0062604,1.4258162,0.036158223,-1.9022601,-2.8776863,1.4949822,0.3500718,-0.09150284,-3.8006408,0.29342434,1.2115351,0.014805003,-1.035069,0.6528777,1.2975379,1.0340831,-2.966827,-1.052926,-1.5136228,-0.253629,0.9335428
SRR3986048,1.0776457,0.44703603,-1.037838,0.8803109,1.0545821,-0.56637555,-2.118489,-0.40746456,-0.7356401,-0.34167078,-1.7205054,-3.616603,0.53783387,-0.86996573,-4.586022,0.25854522,-0.06507167,2.48947,0.6850409,-2.6547122,-2.7288196,-0.32086378,0.9499579,-0.44464958,0.07093774,-0.8442366,-2.2386174,1.322791,-3.050452,-3.162142,0.23561917,2.1820912
SRR3986050,-1.6961325,0.38350844,1.5461173,-0.87251115,0.10214261,-0.19356087,-3.5876381,1.1257786,0.15280451,-1.413298,-3.191536,0.25032932,0.73336726,0.68090487,-0.7392514,-1.7432265,0.21056437,1.3640281,1.0193183,-1.3402091,-2.4472835,1.1629819,0.56210935,-2.7997878,0.6851664,-0.37889868,-0.93365264,-2.844847,-3.4931052,-0.26339722,0.03403546,-0.22524765
SRR3986051,-0.16358742,-1.0877221,0.09902088,0.7831189,-0.3800752,-3.7906973,-2.6317456,0.21869159,-0.60905606,-2.131081,0.8789444,-1.9059682,1.0345082,-1.238092,-1.4349061,-0.16021661,0.8978107,0.8030734,-0.6701725,0.8242382,0.4864593,0.83988166,0.49933916,-4.942821,0.05353954,-1.7306721,0.1916528,-0.61610436,-2.8490734,-2.1165388,-1.7760566,1.288481
SRR3986052,1.3107846,1.2216804,-3.200815,-0.9542171,-0.61716574,-1.1874105,-3.7209284,-1.082494,-1.2521381,-1.5160649,2.1848016,-1.024445,1.3782421,0.18646547,-2.5164795,-3.5603523,1.0011265,0.8236691,-1.397329,-1.8051956,0.87218267,-0.1437551,1.7509173,0.10079404,-0.67941076,-1.5563092,0.85739607,1.1850864,-2.00225,-3.2958918,-1.0966432,0.58132434
SRR3986053,0.012695296,0.4501048,0.57305115,-2.8087552,2.0189183,-2.189288,-4.300267,1.0571676,2.1328993,1.6576012,-2.7153735,-1.3558999,-1.2996609,0.014404317,1.0235072,-2.6326866,-1.6895024,-0.06977972,0.76981324,-0.9503829,1.9463365,1.2249203,-0.7917023,-3.443738,-1.7888722,0.37469423,0.714283,2.3895547,-2.2400036,-0.63832754,0.74847597,-0.47645214
SRR3986054,1.1840435,0.6282972,-3.4834607,-1.4855847,-0.2671522,-1.8162365,-1.249574,0.7834334,-0.69691265,-0.4471374,-0.5223802,0.61949325,1.8537581,-0.44556788,-0.9263862,0.018451713,0.48874524,0.3904056,0.50523645,0.26351237,-0.5150333,-1.5250131,-0.27088538,-1.0444336,0.16218436,-3.190743,-0.194398,-1.6390682,-4.187699,-0.36120382,-1.1312413,-2.1709774
SRR3986056,1.0323553,1.0174081,1.0531459,0.5880547,0.4818302,0.4146861,-3.6449206,1.5541118,-1.8337913,-0.7145387,-4.573553,-3.696138,0.26916674,1.0282686,-3.6599762,0.69631255,1.0943713,0.12735873,-0.07036088,-0.07469455,-1.3656443,-3.776077,0.8633862,-3.7168589,0.22494301,-0.7721284,1.7330935,-1.5302738,-2.121712,0.03670783,-1.4112192,-0.9777277
SRR3986057,2.2568603,1.2985164,-1.9892601,2.4321163,1.6616762,-1.2422901,-0.47104165,0.7390657,-0.6610331,-2.2644682,1.541222,-1.6922807,-3.9316,-0.630298,-0.8450063,-2.7830567,0.009048375,2.3590057,-6.3352413,-2.7024662,3.3160727,-4.6050305,1.1596946,-1.8186306,-2.0748835,3.5796232,0.85279006,-0.4779014,-0.37389395,-5.0303187,-2.0942903,-0.72987324
SRR3986058,-1.2154572,0.81980777,0.65083605,-0.7457789,-1.2182838,-2.9472005,0.6847855,2.3172152,-1.3646054,-4.3743844,-2.1649637,-0.8148432,0.9938283,-3.396106,-3.82471,-1.1098135,0.325152,2.0131721,1.427318,-1.8160818,0.02036595,1.6025697,-0.55257255,-0.096960254,0.81122863,-3.5606663,-2.6961637,1.7358941,0.98783743,-1.4053996,-1.6060191,0.9426229
SRR3986059,-2.1837194,-3.2556388,4.5190935,-0.9465105,-0.2001841,-2.7107165,-1.2817662,0.36737022,1.140667,-9.028484,-2.7473066,1.4736019,2.0979075,-0.89627934,-2.9882665,-2.2437127,-0.080028765,-0.37605548,1.5110097,0.48300105,-0.9196827,3.3616407,2.9863026,-1.8306935,0.43291703,-2.900053,0.053912763,0.100034334,-3.7253873,-4.921519,-0.75270694,-0.110626735
SRR3986060,-3.1680136,0.48461556,-1.6230521,0.54940724,0.18831308,-2.939657,-3.604231,-0.7669216,-0.15465029,0.8482011,2.2879362,-1.0648345,0.83143055,0.89213437,-5.577098,-2.0535264,0.36651805,1.441386,-0.17814536,-2.7251492,0.60850656,-0.8307139,0.21597487,-1.190338,1.5649774,0.032873124,-1.2637432,-0.5796807,-2.9547393,-0.7538491,-0.17461702,0.6024341
SRR3986061,0.50519735,0.620549,0.71615994,0.86891377,0.054405704,-3.6915212,-1.5831116,1.6618901,-0.3088277,-2.295672,0.60039634,0.6671511,-2.026049,0.713304,-2.389176,1.1337242,-1.2839772,-0.33901247,-0.7323221,-1.953422,-3.1412344,-0.5525699,0.07644018,-5.2583175,1.6306341,-1.814662,0.14683937,-0.46908066,-0.9215465,-3.0196617,-1.43003,-0.94150335
SRR3986062,1.1390733,0.13885148,0.5309065,-0.70413715,0.49157003,-2.2022943,-0.88881564,-0.5692662,3.38239,-2.6644788,-0.4086841,-0.19346273,-1.5302874,0.2971476,-0.91687715,-2.0094748,-0.73306054,0.53211504,-0.8697886,-1.1805246,-0.80488914,-3.2212522,-0.18651868,-0.6496087,1.2697524,-1.5874484,0.33576393,-2.3482752,-2.4221926,-3.056106,-1.7465425,-2.2986803
SRR3986063,1.8324164,0.5546256,2.3467705,-0.5661591,0.22873643,-4.1440535,0.8155644,1.093033,1.6267731,-1.1888701,0.10245398,-1.1353099,1.0457996,-1.082358,-2.9621563,-0.52903837,-1.5226285,1.07676,0.21585263,-1.67709,-1.689662,1.7930957,-0.19808525,-2.3429718,-0.83785224,-2.54848,-0.09608875,-0.64148504,-2.4214017,-5.489447,-0.634726,-1.9177481
SRR3986064,0.006843135,-0.612744,-1.809353,0.13421033,-0.34833252,-2.7746074,-1.3986757,2.2926106,-0.4837145,1.0157684,-2.524793,-4.1167226,0.40884683,0.17558809,-4.822484,-0.38514233,0.8931193,0.6037156,-0.112834446,-2.0413542,-0.6739496,1.282464,1.2515895,-0.9635934,1.402925,-0.3359629,1.1006085,-0.90556103,-2.854822,-0.65113205,-0.7070114,-0.3918955
SRR3986065,-0.16923273,0.7356347,-0.7103804,-0.8343301,1.2868919,-0.3432705,-3.622326,-0.6965088,-1.0451168,-0.49273217,0.39211535,-3.3368878,1.0073721,-0.20464534,-2.6178386,-3.7545824,0.6684685,1.2860653,0.60507953,-1.3074205,1.1375564,-0.92385644,0.51455957,-1.2575388,2.5528123,-2.4230847,-0.16115673,-0.9656128,-3.706916,-0.9314562,-0.7177431,0.28331494
SRR3986066,-2.4893758,-1.5366454,-1.180719,-0.4392246,-0.35210332,-3.8712492,-3.283953,-0.30451515,1.6159456,0.5834975,0.5869868,2.410261,0.35514918,0.0075902054,-2.3691444,1.3414298,-0.5106273,-0.043652292,0.5128586,0.10768873,-2.5864234,0.33552337,1.0247765,-5.3339143,1.6827874,-2.7898538,0.21982859,-0.4219263,-2.7102354,-0.49907646,0.17182267,-2.5122313
SRR3986067,-1.4902943,0.5967224,-0.19397068,0.1890801,-0.061279126,-2.5029042,-4.132374,0.22928405,-0.49249822,-0.24416162,0.2473691,-1.3954959,-0.6281142,0.4822276,-2.8358138,-0.42701966,0.46768853,1.1078873,-0.001415652,-0.8783651,-1.4061565,-2.9882455,0.8309001,-0.8217226,1.5618814,0.4847359,-0.43494117,0.27967,-1.8830801,-0.3047289,-0.5878293,-0.7941117
SRR3986068,-2.0380306,0.5408843,0.65418184,0.03919306,1.1935447,-1.5624077,-2.646461,1.494825,1.3375175,-1.0656306,2.5847948,-1.7396206,-1.5081977,-0.41445458,-2.7903705,-1.9855295,0.1029055,1.5290726,0.4659332,-3.1229522,1.9405639,-0.34671408,0.57081896,-1.7475628,0.21852288,-1.9156044,-2.483583,-3.497147,-0.2059098,-3.9575691,-2.1374164,-0.5856144
SRR3986069,1.9406832,1.4736292,1.334534,0.2937606,1.3438925,-0.9330314,-3.514592,-3.3509502,-0.06603869,-0.12993385,-2.8295596,-1.48297,-1.9782114,0.381781,-0.33390456,-0.017846128,1.2450522,1.046107,1.4283938,-1.1970452,-0.8564411,-0.17174985,-0.012532303,-0.8066047,0.5316197,-1.9403145,-0.9588305,-0.8179257,-2.9927175,-5.5012584,-3.5666828,0.9271355
SRR3986070,0.9062344,1.0655884,-1.9406962,1.1077601,0.05885374,-0.6897384,-4.715671,0.27747068,-0.03610796,-1.833761,0.20032156,-0.3384744,-0.7078776,-0.12283632,-2.2380705,0.017049251,0.25000507,-0.7276027,-2.0733268,-0.9327025,0.4517126,-0.2674087,0.3033109,-1.6274518,0.11942357,-3.0135124,-1.0906248,1.1240904,0.55952287,-0.7711726,-0.8213032,1.2752674
SRR3986071,0.6916887,0.7134453,-2.3829417,-1.4259136,1.2172853,-2.0388494,-3.396716,1.2460877,0.6209589,-1.6032737,-1.6260265,-0.5016479,0.6651719,-0.57380384,-1.6422203,-3.7048266,-0.2446139,0.2877732,-0.59647936,-0.36117813,-0.20501977,-0.68544984,-0.9491825,-1.381914,2.5266252,-3.0291042,-0.17347333,-0.8816109,-0.46735528,-1.9787861,-0.08004632,-1.9845374
SRR3986072,1.2561225,0.5873459,-0.33414003,-2.3368251,0.8716312,-2.4205136,-0.20243996,1.0036366,-0.06532052,-2.4157603,-0.99328214,-3.117019,-0.19950372,-0.31129843,-2.1152167,-1.1866095,0.36224008,-0.35083288,-0.7149179,-0.4631335,-0.48183125,-2.4536076,0.8557365,0.24703303,2.2470772,-0.86950976,1.570012,-1.5868058,-1.5511352,-2.7052717,-0.4663428,-1.4319373
SRR3986073,-3.376932,1.7640945,-0.5536275,-1.6551704,1.6480564,-0.73939973,-1.5856249,2.1280496,-0.0009204502,-1.1073045,-1.2997026,-1.6728312,1.1309775,-1.2414852,-4.3481812,-2.2060454,0.69020456,0.8201347,-0.24149822,-2.1206763,-4.143232,0.6620315,0.18295226,1.4517528,2.4848595,-4.6757274,-1.2669964,-1.79116,0.79959893,-0.6599219,-1.0705047,1.5047271
SRR3986074,-1.1908113,0.23021373,0.7802387,0.6093702,0.38888696,-0.56604004,-3.811634,-0.8604506,0.6673903,1.0105704,-0.07926474,-3.1360488,-1.5420915,0.06574862,-1.5592929,-2.853283,0.14999771,-0.7307979,-0.4713852,-2.3213787,-1.0463511,0.18733694,-0.06738069,-2.9055285,2.0729144,-1.205591,-0.7568315,-0.420611,-2.3840036,0.30759326,-1.9225545,1.697537
SRR3986075,-0.2846596,-0.26069483,0.70073676,0.5368083,0.30432868,-0.504855,-1.9543327,1.2707065,-0.46823746,0.73575324,-1.2625288,-0.6814229,-1.1099019,-0.04565146,-2.8552065,-2.1711042,-1.669105,0.3144711,-0.4065129,-3.3161693,-0.2973471,-0.1834427,1.8081195,-2.5516326,1.9783463,-2.5760658,-1.0194168,2.0674267,-2.0832202,-1.2263031,0.025587143,-1.4263805
SRR3986077,-0.5418938,0.32670942,0.75092673,0.747581,0.82283175,-3.0651577,-1.7214288,-0.12835714,-0.18120666,-1.9164376,-2.3189082,-0.15873267,1.1871384,-0.118354805,-1.2173727,-1.6054506,1.4192047,0.7989961,1.0031615,-2.8894188,-3.0009494,0.09614531,-0.63675094,-2.4406643,0.19967885,-0.392566,-0.03362776,-2.344855,-2.1371312,-2.1704795,-0.2884443,-0.22690637
SRR3986078,0.056074105,0.026611162,0.24244575,0.20832404,0.39826402,-3.7652748,-3.1489713,0.5482097,-1.8959998,-1.6613294,-0.4127763,-1.0142637,-0.65379065,0.1676055,-2.6154497,0.7730013,-0.16339052,-0.9917134,-0.057469517,-1.2911149,-0.7610453,0.5111075,1.642038,-2.4611976,-0.20248163,-0.85984796,0.8749667,-3.6360495,0.5492995,-2.0676486,-2.9856234,-0.66133773
SRR3986079,-3.2647622,0.48217046,-2.1974623,-0.94926935,1.2017221,0.25504574,-0.955031,2.4258175,-0.6031693,-0.68527293,-3.266211,-3.1968877,1.1233673,-0.72978675,-1.1405153,-1.5920162,1.1851388,-0.028780634,-0.5224213,-0.05828297,-2.6533277,1.5176392,0.75466055,-3.1594727,2.1051753,-1.1974651,-0.03498119,-2.2295887,-2.258965,0.42818135,-0.50692534,-2.1787674
SRR3986080,-0.009321293,0.029039416,1.9136412,-4.834244,-0.030082118,-0.6272783,-1.2958294,1.117616,0.2140512,-0.64752984,0.8982312,1.5098476,0.027560461,-1.9561038,-1.0010262,-0.58468115,-0.42276713,-1.1086457,0.5974117,-3.0211627,-0.24410404,1.2168993,0.7182582,1.8123142,0.6790511,-3.4797773,-4.232436,-2.32563,-0.9117061,-0.235073,-3.497956,-1.2272384
SRR3986081,-0.37367755,-1.022897,1.0957911,0.34297523,0.07844813,-2.2456174,-3.8709214,-0.982262,0.53792,-2.5536747,1.6910489,0.18075426,-1.1334828,0.4528374,-3.9171457,2.3728037,-1.2715243,0.6360355,0.3090729,-1.4574765,0.84700745,-2.4835403,1.4064274,-1.516663,-0.108427756,-0.82403123,-1.5710921,-1.0492396,-2.5340335,-2.7923121,-0.7613729,0.23995624
SRR3986082,1.2399367,0.5507479,-0.52837104,1.1619453,1.7460189,0.611053,-2.787559,-0.46772808,-2.9146087,-2.296354,-2.6250477,-1.2847683,-0.8174797,1.2229869,-3.918045,-1.0680423,-0.36784342,-0.019854134,-0.82309353,0.6592269,-1.5282547,0.30687976,0.7481988,-1.4560438,0.2637214,-1.0098585,-0.064873435,-1.0893277,-2.4866452,-0.7356149,-0.8745324,-1.3875242
SRR3986083,-0.28096986,-0.7019725,-1.377902,-2.1537173,0.91475976,-3.2333446,-4.2063212,0.31583795,-0.12936647,-1.8172839,-0.21862397,-1.133241,0.68597525,-1.2539084,-1.2299244,0.26235732,1.4491725,0.5105711,-0.1360754,-1.1067933,-1.0354242,-1.240861,0.69744015,-0.65779114,0.008778021,-1.748193,0.26128563,-2.4600644,-0.15859702,-1.2326168,-0.23897342,-0.68042517
SRR3986084,-0.5789778,0.9398581,1.0298303,0.87160796,-0.068406224,-3.6703548,-4.1941576,1.530755,-1.046856,-3.216584,-2.404508,-3.4677854,-0.30337703,-0.092605285,-1.5559868,-0.5238615,-0.56779736,1.3974541,0.2072973,-1.6307975,-1.9989249,-0.8841929,-0.34019506,-2.0774598,1.6678935,-1.3792083,2.1432276,0.95052606,-2.5833642,-3.5487206,-2.1004493,-2.213291
SRR3986085,-3.0153017,0.885219,-2.887106,0.91386515,0.549186,0.26088467,-2.7331476,1.6497308,-0.75078446,-2.3816054,-0.41464657,1.9098469,-0.14544275,0.12666671,0.4264608,-0.24121054,0.8062389,-0.431811,-0.89929795,0.2113647,-1.9617977,0.72478616,-0.5420574,-2.199266,0.10376989,-0.85861325,-0.26000082,-4.42625,-3.8518877,-2.9291232,-1.1925648,-0.781395
SRR3986086,-0.15270455,0.56671965,-0.9169518,-0.048098255,0.85927665,-1.1041675,0.14321002,1.4649023,0.5110753,0.6341249,-6.3096395,-0.5506187,-0.45195407,0.82272714,-2.8212497,-1.4449164,-1.7650299,1.7229335,1.8933555,-4.62412,-0.5377047,-0.38310468,0.91923594,-2.6926868,0.57408494,-0.19865051,-0.047006994,-3.1753209,-2.6638432,1.0246577,-2.2627203,-0.5913946
SRR3986087,-0.13434204,1.3736211,-1.2792538,1.1313552,1.1323675,-1.1999266,-3.0361125,0.4992918,-2.5256166,0.22239038,-0.62890625,-3.777717,-0.22136046,-0.1250998,-4.5153904,-0.77218735,0.33920604,-0.0070029935,-0.5926979,-2.7164004,-1.0922607,-1.5454276,0.33725405,-2.7611856,0.9372961,-0.3343529,0.5602663,0.6936396,-2.6114857,-4.5676537,-0.43418354,0.5450211
SRR3986088,0.14459616,-0.6183352,-2.1104174,0.27075514,0.8963183,-2.8427033,-0.55600387,0.16727984,-1.4247118,-3.640015,0.11841074,-1.6425995,-0.4510032,-0.45631084,-2.1898878,-0.82216877,1.0226219,0.07547259,-1.4364426,-0.34779447,0.046852756,0.039382473,0.7233696,-2.805481,1.1846074,-0.71865535,-0.12222616,-1.1870525,-0.08346837,-2.6354759,-0.46582213,-0.23647755
SRR3986089,1.3186328,0.66182494,-1.6331772,-1.3583207,-0.8928758,-0.004939753,3.02706,0.14968076,0.45734948,-1.8450451,-1.4342718,-0.5211829,0.36183268,-0.039783902,0.15801936,-1.5936596,0.10516672,0.127415,-1.6372386,-3.093413,-0.22466326,2.235203,-0.0870802,-1.8302584,-0.8051823,-1.5026484,-0.74876297,-0.30257165,-0.9143069,-1.3376884,-0.9612596,-3.5007248
SRR3986090,-0.4999019,1.138571,1.3388193,0.5772043,1.0508318,-3.3606663,-3.1180115,0.26981893,-0.79024845,0.34715033,-2.347692,-1.6861753,-0.35262936,0.4151072,-1.8427876,-1.8920233,0.39940804,0.7878435,-0.7228608,-1.4429586,0.351186,-0.39840674,0.17929679,-1.5845894,1.1871967,-0.25396988,-0.7371632,0.37553322,-1.7184367,-2.6417792,-1.5092382,1.1739594
SRR3986091,-0.781783,1.3254069,1.5937601,1.2289037,0.57945204,-3.0144806,-2.9175577,-2.0572107,-0.39535323,1.551872,-0.15585819,-2.4832356,0.8922097,0.14858383,-0.87412465,-1.8547555,0.78574324,-0.70586765,1.1449969,-2.5744877,-2.540904,0.41617623,-1.4374936,-4.454135,0.21228775,-1.4790419,1.8161415,-0.9201743,-1.9335047,-3.9957092,-1.4666073,-0.41100615
SRR3986092,-0.6444633,0.5722623,-0.7658101,1.648261,0.18664013,0.25278324,-1.6853815,-0.7025829,-1.8490064,2.2812724,-1.1318985,-2.5390844,0.8207586,0.7396587,-4.8759375,-2.9940102,1.1530507,0.95496196,0.8136725,-1.8436227,0.89646184,0.28002933,-0.7344058,-3.8442044,1.624741,-2.621914,-0.019131673,-0.05533383,-3.867424,-0.8864371,-0.22606218,0.20680831
SRR3986093,-1.0002867,-1.3134723,-0.5919923,2.9202652,0.17208849,-2.2983067,-0.56218284,1.0231849,-1.2568954,-2.7934527,-1.6688646,0.5017147,-0.40534446,-0.6141167,-3.6005902,0.7200548,0.37822932,0.46900225,-0.7245581,1.2335032,-3.404903,-3.047534,1.123091,-6.24129,4.360022,-0.7455986,0.41803277,3.2017844,-1.0843323,-1.3493856,-0.49377608,-2.2628763
SRR3986094,0.6982376,-0.25918195,-0.8622078,1.1587344,0.07572924,-1.5714386,-1.2961419,0.11943038,-0.7523128,-2.5024686,0.6290732,-1.1357911,-0.9925985,0.29016864,-1.8661954,-0.999574,0.42937708,0.1897367,-1.2159336,-0.995598,-2.9623218,-0.9578898,-0.23764217,-3.5973887,2.7007082,-0.52543265,0.11657225,1.7762535,-2.2038918,-2.3833017,-0.76546025,-2.1096296
SRR3986095,-0.4614889,1.6543614,-1.5328839,0.845972,0.93024915,-2.3408883,-2.2358112,0.8656903,-1.6829414,0.34089684,-1.5499738,-0.60450697,0.14888707,0.5212608,-2.8315353,-2.104629,-0.07177366,0.3268636,0.16155358,-1.5252997,-0.39297134,-1.548059,-0.14191978,-1.5548092,0.24542515,-1.5410252,-0.20914166,-0.22267166,-0.7586217,0.10792101,-1.0121253,0.90303963
