"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30"
"SRR3986044",-0.218889831925999,-0.209784721617982,-0.0310953753262945,0.097919303565271,0.144709485225986,-0.177907145789902,-0.34743262580908,0.0204059721151395,-0.115498775016204,-0.0110673954952195,-0.218367302799748,-0.0870200446033151,0.05218731392247,0.100502487353646,-0.189806836542647,0.123147306983625,0.0749605259186184,-0.0336749963635349,0.220164175076108,0.224254992429374,-0.0288265678554582,-0.122151559240136,0.196962087907211,0.20709166817284,-0.0329810426818016,0.0297962235957394,0.0399302210013735,-0.024055327944329,-0.0712418745391446,0.0437040363658494
"SRR3986046",-0.144733415622732,-0.161808863131887,0.482449228455655,-0.0738111696101441,0.00542884369573898,-0.121558627026222,-0.0187467330787691,0.023634957254886,0.0960548516458134,0.160235869787958,-0.0642678449950115,-0.0514149053160432,-0.0703552981899489,0.0043996128949943,-0.0733348158897751,0.0490092772664445,-0.0699067510564248,0.0387050422725386,0.106715443699159,0.0295003195010117,-0.0441483759194373,-0.0147799361389322,-0.0476589199552053,0.0170536000389762,-0.0669348457554484,0.0227836878354599,0.0638172521904267,-0.0341804563354763,-0.0514354920807431,-0.0859287817986668
"SRR3986047",-0.369202358283273,0.280766087434145,0.978391817733004,0.040738621948106,-0.000292213717750118,0.028773038867557,0.113756756721945,0.396029778133049,0.413860483921207,-0.14858672565831,-0.0996909962081342,0.0557878419046276,0.0225541035838553,0.139519812334622,0.00429963752304739,-0.14042839820982,0.0252459222727183,-0.13323590170314,-0.00247617764287152,0.0637756535675677,0.0369476674548486,-0.0808584852207386,0.0257308921963886,-0.0259198923441791,0.0481289758234569,0.101645985664368,-0.0115197803289691,0.138346953474531,0.0114463589880207,0.107632456779937
"SRR3986048",-0.197291687224769,0.162322284430796,0.58772259518668,-0.023360610467947,-0.0211546464839871,0.0822380061536385,0.000693116327699074,-0.0340970353640894,-0.125292312707001,0.125107482577566,-0.276434139317497,0.1428333708176,-0.0465990166541509,-0.0184595827357147,0.0919701690894229,-0.0626940040104126,0.0304767748799163,-0.147329955956648,-0.0364028115726403,-0.0162044913953087,0.0829611606788075,0.0539735499348019,-0.0286292178828472,0.00424888391699074,-0.0112993626065614,-0.0850589867496799,-0.0167665627384521,-0.0141770407233543,0.047837562974669,0.0188147848573307
"SRR3986050",0.0594895761834537,-0.0628779715473205,1.06122414617467,-0.0679088984271899,-0.124185457437352,0.061394365651424,-0.152881679394571,-0.136718360564037,-0.159595082475887,0.00157465949770772,-0.0425606424526923,0.0589966674971114,-0.0995603692550583,0.111664856464725,0.102316660667035,0.144135270921667,-0.0382450642641758,0.0538265401472885,-0.0384313340497093,-0.127846659422007,-0.132574953518771,-0.0202483656941533,-0.0438285165089413,0.00544029550992864,0.115579804084589,0.0433195591079873,-0.0203395649057174,-0.0276530790230175,0.0252539762923919,-0.0413541242950736
"SRR3986051",-0.451758176988136,-0.098247181193896,0.460099094525831,-0.0517688976272055,-0.00568034135757577,0.200405957531807,0.151453580224943,-0.240235758126745,-0.00536327704356426,-0.147573573581083,-0.0304713641027766,0.0376067359972658,-0.0447798588665599,-0.0200845208351652,0.0170429382853646,0.0159296219091749,0.0568746792125046,-0.0765076030561489,0.106561061807297,-0.0234454481214411,-0.0428182318707197,0.055891501333534,-0.0277406044425621,0.0199786549225556,0.0246942498662105,0.0193849195977118,0.09867221401975,-0.0780357108675799,0.0457846816836308,0.0036900630128359
"SRR3986052",-0.227675206795876,0.144999089350529,0.421963681247239,-0.180757024597968,0.222411057518286,-0.237889700334112,-0.211865858819673,0.112938832568181,-0.039705197511756,-0.0441228171576471,-0.00186534180216074,-7.40206087015208e-05,0.00429155738632308,-0.110211708135548,-0.0206252790238054,-0.0134967506223202,-0.05962267894069,0.141600182948008,-0.0390957194937163,0.0772494191579927,-0.0907649893402364,0.0642576482478536,-0.0155205640355186,0.00885971372020948,0.00191401303962872,0.00334513575767104,-0.0956175679910025,0.0339149480889277,-0.0471141928319834,-0.0367256650169509
"SRR3986053",-0.0746974550522527,0.0991666401947536,0.194704522492567,-0.430079840521409,0.203925593669632,-0.00555824348732285,0.030059664348561,-0.370727242733391,-0.0735178038910127,-0.237260727523015,0.0467605357532028,-0.0468982781516671,-0.179869646375589,-0.0803441737464522,-0.034523550647215,0.0723944839277492,-0.150458666494297,-0.0635919663516573,0.144740708825563,0.0191130678017765,-0.0371067805774835,-0.0949103698270848,0.0783900911967625,-0.117237764030793,-0.0731459010179383,-0.178080545483682,0.078154065922826,-0.0401446580359226,-0.0916110662663748,0.159095140789256
"SRR3986054",-0.299866784485265,-0.370981715038037,0.208710375349537,-0.184485214503877,0.257429119505039,-0.106373278357463,0.0477556648017695,-0.156699774306795,-0.226432679803468,-0.110580830418009,-0.0866788358854595,0.0714880828911754,0.125580427277851,0.058621874812333,-0.0690895391596612,0.0136294519445278,-0.0879933403079208,-0.0660268056912686,0.0114213283698113,-0.0781596363014272,0.0175236277045898,-0.000538931401858815,0.0108807264550263,-0.0355466224526833,0.0867764330552049,0.066074768904488,-0.0856425594189836,0.1046613103405,0.02448105423904,0.0981777577000862
"SRR3986056",-0.332182118126001,0.187843833506976,0.523933559002362,-0.265140441350028,-0.00681390364280871,0.122973373861436,0.237458423844989,-0.0935950395387612,-0.138496336819614,-0.0867140700307834,-0.22403901243206,0.0767938960684695,-0.121703329271756,-0.00438434722995906,0.00764985044137711,-0.126610209498299,-0.207791155665918,-0.0596713330380396,-0.0118266838134067,-0.0329363881660358,-0.0225975561298127,0.0607852091293803,-0.168473388593597,-0.0117950557572724,-0.0646238336399545,-0.0316173286173969,0.0356304008425588,-0.0276645522746331,0.0359901260823834,0.0174538371996386
"SRR3986057",0.312575794711561,-0.396108126300283,0.476159272466177,0.501819564080339,-0.0150897974139923,-0.227575315841222,-0.439347236309717,0.0119178081430777,0.0588090913423827,-0.035024824368426,-0.107251640445106,-0.07951435910512,0.0634800361120739,-0.169498686750687,-0.21929742470596,0.0650161596473441,-0.0290598889533351,-0.0136417210108017,-0.0956137127436322,0.179794533219914,0.158094976078366,-0.0354329898173836,0.111820139711346,-0.0222251480465095,0.018317396685991,0.0989159051980036,0.155805093616142,-0.0539343533488699,-0.0714408679477419,-0.28312855411805
"SRR3986058",0.0271901218148924,-0.512744397323447,0.466787181209773,-0.0711909583615333,0.20450531102514,-0.593782139690332,-0.00386534526361422,-0.30354627883159,-0.330032629378991,0.00592649906156455,0.119368145616412,-0.0123683037447238,0.0341469008002422,-0.136155759880317,0.125939478295642,-0.124257355236548,0.0558031638852272,0.157094141568895,-0.0521862127067998,0.0359467082048456,0.201564792180518,-0.050422019722518,0.282421957197632,-0.0571499807561789,0.0997874811025938,-0.00634308261197136,0.0141307078424,-0.0683252656425229,-0.234051540648292,-0.00677002812115781
"SRR3986059",-0.306554131229679,-0.583871584616608,0.119307900068043,-0.202483587561546,0.160090439783936,0.196675695765883,0.37030343076387,-0.259308434684514,-0.10372739137695,-0.166020743063437,-0.182087218898841,-0.158349744420685,-0.133773266622478,0.181665934456759,0.0657028476930519,0.186014123690195,-0.0254827003334108,-0.0869594908830038,-0.248913447266198,-0.152681398071943,0.0096690212498214,-0.0230085040369082,-0.121370750642159,-0.0721890495777535,0.0184601654046531,-0.105617922009517,0.0933690535159665,-0.160682314773457,-0.0531152457056084,-0.0744714870728422
"SRR3986060",-0.156669342253455,0.246996045883159,0.639361277428619,0.276956909645549,0.11206290968651,0.0690668286692834,0.186631667905792,0.0186193040841543,-0.0574050674569929,0.0352971240668245,-0.163712147336802,0.0219855044484096,-0.198450306627206,0.0391703412496239,-0.239546447343445,0.122055561531947,-0.220605666825526,-0.114978132470781,0.121745313852826,0.115188684298635,0.0345790420679466,-0.00339056023666092,-0.00574763293280867,-0.0481085034865664,0.117010104922294,-0.0211622521326411,-0.0414096820369907,-0.00558517053421298,-0.0159946728554099,-0.00590779642124857
"SRR3986061",-0.343518102829709,0.0271710785830347,0.341604073281978,-0.103441733981802,0.0415223702375015,0.188853887009571,-0.00174852400077936,-0.245391166998896,-0.0192419520726938,-0.27847899823263,-0.0327813806918491,-0.0364542312527934,-0.104312978834837,0.0172969562719868,-0.0388450257862227,-0.0351066031495807,-0.0835384973601619,-0.0307066182341866,0.000309807001617778,0.00160305547986399,0.084011188914269,0.0587867523861294,-0.0146007229771804,0.0806196356610434,0.0259250986817473,-0.00796507459321612,0.0370930509127699,-0.0162097746891317,2.75588595688946e-05,0.055534586513721
"SRR3986062",-0.259719709565086,0.331964469522078,0.227618039830219,0.00909804059321202,-0.00358672466688861,-0.261402319839737,-0.243709468849906,-0.120139117219144,0.0588172130297724,-0.131023257739368,-0.0574626451567104,-0.00215491163270036,-0.0718788985460064,0.00412504419018731,0.0300585481621731,0.050648654159754,-0.0302879646925417,-0.0222789012141675,0.0683623463382029,0.0214637074596459,-0.0623734725214116,-0.0717899676715563,0.0699899128942886,-0.0306177837795192,-0.0197729430766204,-0.0701602293792676,-0.0562133893028055,-0.0083345414574587,-0.0209285199759762,0.0547180912680574
"SRR3986063",-0.332393522619299,0.169406270740721,0.305727553472787,-0.100429527174046,0.236006193570029,0.108259649582153,0.0466299032818828,-0.13291735046156,0.0764357514607235,-0.174888695758989,-0.273074346711921,-0.0158083165843953,-0.107392211024442,-0.143446786991269,-0.181118744991151,-0.162898870169971,0.0564925997256555,0.0809794258329124,0.0749971794652519,-0.0832441391560563,0.0286884639775916,-0.0349950889970506,-0.038993977184227,-0.0390407641951038,0.0191592200700812,-0.0506132142475657,-0.0154422047101411,0.0378347004945537,0.0403905123325078,-0.0464379464331526
"SRR3986064",-0.368702541503862,0.428556051960578,0.683676135438029,-0.252634237125172,0.0846443346848521,0.0970153908049446,-0.0552105328311172,-0.0260929768283452,0.159438068947355,-0.156992838335811,-0.377271380672245,-0.048776547411113,-0.0549506769631242,-0.0319683953160961,-0.0607626572932547,0.112533390272594,0.0656699977047429,-0.185022935279806,0.146891085257558,-0.0632892010298923,0.00664327904146558,0.113828225551533,0.105843114884069,-0.0923157527291863,-0.00552719289379629,0.0325141819220454,-0.00703175268604093,0.0720768783417775,-0.0747486423502583,-0.00489169796878969
"SRR3986065",-0.197555477525407,0.184870892494176,0.78199549936117,-0.0618464020909655,0.137147794526586,0.224846729590513,0.140406072033472,-0.11765047241407,-0.0348267685547385,0.0123431501453101,-0.106856196480385,0.180463538493851,-0.14998425528052,-0.0944050598145185,-0.0818243244353944,-0.0370348437413974,-0.00527578879674648,-0.0353275532331765,-0.0781379819561763,-0.0367870917444134,0.00501231395945091,-0.034600812468225,-0.0168398338276761,-0.0507244117944279,-0.0429777496515099,0.0350031425844143,-0.0156583851002967,-0.0109452550862316,0.00865996746711125,-0.0194907156137167
"SRR3986066",-0.157737943743886,-0.125685341786323,0.250537899571959,0.174820624330608,0.495899228785915,0.0347763548659635,0.312514923151078,-0.144806740182137,0.0989784934736532,0.242038523329672,-0.0936159018430341,0.0984594877103381,0.0447208007361828,-0.15195777120934,0.0267272575817066,-0.115181445266647,-0.0825364968703236,-0.0785955517052904,-0.0580841335669234,-0.0331970200950852,0.0123512932028926,-0.0256869700966524,0.210897116222374,0.0291253468967214,0.0466651385232935,0.124879449884696,-0.153873451606653,-0.0725384578033735,0.0319260367046667,-0.282175655553976
"SRR3986067",-0.28222151562665,0.118401024569702,0.474400406431925,-0.21289097349969,0.17410857663149,-0.00118197741518679,0.153444422810422,-0.036546970533621,0.0536612556525962,-0.0376823678293105,0.0550916646294087,0.153214206246535,0.0841659142183019,0.0244650078349557,-0.0479285156295293,0.0885702683589954,-0.0252581906076395,-0.012015639116886,-0.0181699682603185,0.0154061143979457,-0.026606928100802,0.00920332662265607,-0.0384082860337393,-0.0455119731756411,-0.0414211200758379,-0.0620592674087375,-0.0232178310628435,-0.000754490301919463,-0.00383781060177704,0.041238691106636
"SRR3986068",-0.0280567781882224,-0.0449200367653376,0.794959110408737,0.151514123199331,0.1274399870799,-0.0421428270929017,0.0686530592933925,-0.0327223764499394,0.176975152559539,0.0204214840332469,-0.278984535592642,0.0436957944336941,-0.0478698523598838,0.0175177516262823,-0.134785778099079,0.170979574956516,0.0220992075528516,0.0621207959313219,-0.0416274437384357,0.0318450274016012,-0.0319378677569044,-0.133121045004678,-0.0358514280517725,-0.00712234323670421,0.210831456651536,0.0351190605521276,0.0315048164613342,-0.00553283716946845,0.0879688463863112,-0.0899768622963991
"SRR3986069",-0.121072114690606,-0.00640114664752354,0.461858861859297,0.232242070040169,0.0152339277543477,0.355681663923585,-0.151800562959297,-0.0016015759922634,-0.0522531051290555,-0.00576143512931956,-0.326745919697284,0.0417865077922268,0.122327533875249,0.0945935203165725,-0.0396465900203229,-0.114393779667117,0.0801649204380348,0.165610720325031,-0.186950215988551,0.0637200765527633,-0.0445019014761378,0.0987664229455447,-0.00373540233858816,0.058730349093966,0.154278888362521,0.116102423348713,-0.145585941232508,0.133755894806237,0.0526563366989147,-0.0294762811929319
"SRR3986070",-0.351410959919066,0.369889678707555,0.124748831070844,0.135126150884705,-0.029010449226859,0.0604694661658691,-0.0552803828461811,0.0255029828380797,-0.0107054638058231,-0.0572818175521806,-0.0567274774972323,-0.0782454149703986,-0.0290398653142661,-0.0292475820701444,-0.0705905001173376,0.0226290789565924,0.0340820590817191,0.01384761970333,0.0529766946453254,-0.0294791061214208,-0.0396107419800051,0.0366415686042425,-0.000847618860813402,0.00734019275218053,0.00135471494791655,0.096247085985955,-0.00263965086070135,0.0319485409802963,-0.0132384505349312,-0.00642461036290169
"SRR3986071",-0.152581664520073,0.0430777493782993,0.587400731724921,-0.083359624326558,0.0140977173373581,-0.168475554555561,0.139633951056551,0.0249134190183051,0.0524440985738998,0.0842534822982592,-0.0566561305693863,0.117532686350375,-0.00235753457345421,0.00506552796018785,0.0605200342689434,0.0993521082766551,0.0296034288996774,-0.0531733245054763,0.112281613737999,-0.0313615609441191,-0.0335819318577149,0.025636407542734,0.0853745626692974,0.0081940075933585,-0.0174503860700716,-0.0428091388510248,0.0237066344312332,-0.0279969979739349,-0.0533577923752737,0.0474915803335862
"SRR3986072",-0.247055939988639,0.194561570544004,0.325045170473925,-0.0517686638493954,0.129846219827873,0.0228718745152427,-0.00106161879997424,0.104276137170343,0.0408845064347835,-0.0620501075938544,-0.154275374211967,0.0551240059239456,0.0105635393648915,0.0372341380763006,-0.136221041728503,0.0155121859234722,-0.0580305796137202,-0.0645026981322197,0.0272689709303945,0.0196148296481839,-0.0167477812391207,-0.0730176383735579,-0.0253775216788302,0.0499984350270329,-0.0261804367109851,-0.0645842984559094,-0.00398674715750864,-0.0503261530177514,0.0267362394712476,-0.0763021907983787
"SRR3986073",0.195156397155351,-0.111233603634106,0.776752256521141,0.262701424511364,0.118461064172818,-0.0855495936528554,0.373241236246973,-0.00766679010286282,0.0819142155594338,0.145478433512202,-0.160892797384565,0.0920596152260283,0.0715575336496861,-0.167758076986013,-0.217027374403041,-0.087129850477355,-0.202036265668581,-0.111657257458745,-0.00251442729293129,-0.0493126477173009,0.243413380173547,0.0689373240901156,0.0463082820182652,-0.0911510112242061,0.221992465628615,0.0205286526303579,0.0613386013397704,0.0738541841880414,-0.0265078850336797,-0.0315225853728015
"SRR3986074",0.023050011848365,0.36470485078055,0.415005310936121,0.641263131810257,-0.16253163431891,0.0240124230832012,0.0299883933405278,-0.0847854180986291,0.0486248040733063,-0.0748170075059162,-0.130173440217875,0.0977570134918901,-0.104776590567842,0.0249655680533541,-0.0487629117024266,-0.0159440823513181,-0.0353139136354322,-0.145775394651541,0.0110414071090152,-0.0136749542225079,0.0364493559575592,0.0214705713028674,0.0245097959705014,0.00335087242351244,0.0671944764237739,-0.0772195809327014,-0.0192464914908747,0.000455674362081231,0.00918938169413707,0.0145842728515456
"SRR3986075",-0.087093241655077,0.109369922176437,0.530951931971566,0.383650155617808,0.204166495627339,-0.0337695541101107,0.192865213603362,0.0341602234274485,0.0305446427848493,-0.0187003295897589,-0.193882383359793,0.101455958337189,-0.0508105468403737,-0.0647379292997772,-0.0559803259725344,0.0192357549511787,-0.0308760207840425,-0.127484228042949,-0.0723474718747754,0.0204159071865401,-0.0462382265975897,0.0668791961848599,0.0473602493284725,-0.00365720401084001,0.0242938521172548,-0.0198687419392461,0.00170984822345126,0.0420807663069359,0.121498074805754,0.0301302131075627
"SRR3986077",-0.243489458863915,-0.197184586251815,0.484537555307962,-0.0765760202431432,0.0211046086277171,0.0252986529264089,-0.0467535672227717,-0.0266453501059199,0.0172367386926222,0.0191805995294994,-0.212020310841114,0.0365610449070366,0.0866590285695843,-0.127812515213671,-0.00164413660389566,0.164413510723456,-0.134344094921097,0.0312670355716912,0.097901553476666,-0.215582398041642,-0.000718166973269446,-0.0253278250143048,-0.00194145928177197,-0.0289911474439012,-0.0318483297226255,-0.0891062108192429,-0.00628806353249493,0.0473679576712215,0.0122876440386961,-0.0603112807058464
"SRR3986078",-0.3483958995457,0.33202397041519,0.283145504257323,-0.155774889235354,0.162868225778795,0.153677201982592,-0.0764665282595311,-0.117924804307254,-0.0311069235341981,-0.156966268133455,-0.166396706537155,0.129830483969534,-0.0993053856442207,-0.0786452437479298,0.0770796176454632,-0.0158160744995026,0.0195811291887224,-0.0760236668001628,-0.00516653449425893,-0.019263644350137,0.00270117358265245,-0.0544432154360946,-0.0811463132768077,-0.01108998713005,-0.00737726777246019,-0.0323672216905626,-0.0673736527522468,-0.00907637943669841,-0.0478150183447551,-0.00945991077243362
"SRR3986079",-0.0560190609472947,-0.264450034445407,0.819853192409086,-0.323769428391374,0.263086703540499,0.200369077241358,0.0140236310778283,0.0567564118322731,-0.0417857361219041,0.0585698833429984,-0.0951103913251266,-0.145327638033446,-0.0383334449579562,-0.25375008460609,0.0535082439281203,-0.0500613624664996,0.0254469344064043,0.0578421869760583,0.0108860537360681,0.0337948682196349,0.00150887758184804,0.186451316364961,0.0662911359521896,-0.108692181510874,-0.00319770227441915,0.0629621789109648,-0.0015798617040113,0.0845318048791481,-0.00123614192994044,0.101040708868501
